R73981,R82968
R54026,R48529
R48637,R84059
R94244,R45727
R18240,R86741
R66596,R90410
R33016,R48587
R66344,R22628
R24416,R33151
R11827,R81809
R35991,R47667
R75971,R75517
R35448,R79380
R31577,R95976
R19478,R62999
R86558,R48160
R79131,R59807
R16534,R54058
R77407,R25645
R28108,R37347
R57383,R86767
R60381,R86873
R10648,R85385
R47074,R13440
R86219,R51376
R40257,R97080
R92073,R81439
R47230,R71979
R35281,R85847
R97633,R52114
R86757,R25856
R20205,R55332
R23728,R87042
R99080,R25517
R54448,R14121
R63440,R29585
R90668,R74149
R82565,R97706
R41333,R56094
R72401,R53493
R86875,R12974
R56606,R77899
R49189,R92194
R87420,R14164
R55511,R31184
R82666,R29850
R69495,R73129
R65679,R78058
R38537,R52983
R99179,R79682
R78981,R75149
R51428,R77191
R13902,R90479
R93496,R61536
R53467,R98428
R42463,R76115
R43274,R66194
R13956,R35954
R54771,R63305
R62528,R87636
R94989,R85036
R40735,R33212
R41253,R91179
R53427,R30106
R73082,R76338
R71045,R80941
R68731,R15545
R25528,R36904
R41212,R94413
R65159,R30807
R42872,R87372
R72055,R70723
R80279,R16692
R59993,R12817
R62837,R57519
R73054,R89059
R42034,R81867
R70424,R64916
R77489,R94740
R66812,R66672
R41246,R75844
R44152,R34439
R67547,R51969
R74960,R11964
R73574,R96869
R64985,R25534
R67914,R53176
R22284,R92839
R73683,R69230
R34193,R69591
R38733,R60906
R43097,R78581
R38030,R46871
R53666,R81165
R97782,R64322
R30234,R16929
R14605,R96355
R82498,R12652
R61201,R40414
R50059,R43134
R95647,R73028
R56866,R60457
R94781,R31637
R79619,R56515
R10007,R97394
R41245,R38798
R44740,R96780
R63853,R48615
R86537,R44946
R26901,R95822
R41708,R30027
R92234,R11409
R98623,R72293
R62996,R11632
R85107,R59842
R44801,R99184
R30018,R41268
R42539,R11369
R77138,R17624
R23613,R76593
R47826,R30457
R99954,R30803
R58619,R89124
R75997,R72431
R15095,R90856
R84947,R93316
R11974,R61741
R61570,R83976
R65535,R87616
R91196,R12319
R81292,R78158
R73172,R27228
R39878,R91264
R94112,R59357
R47856,R86622
R41476,R27320
R46569,R65456
R87741,R79106
R97184,R62142
R91504,R83170
R88275,R40022
R93728,R48147
R63886,R48570
R22465,R25700
R17536,R66113
R27653,R93165
R93194,R37078
R96140,R64686
R76916,R46261
R83383,R80224
R80892,R18029
R47356,R97975
R94795,R98209
R86924,R68106
R70781,R41557
R41002,R41675
R77553,R91457
R18322,R57554
R86972,R43730
R42108,R15794
R75155,R97429
R87272,R17807
R56338,R40779
R57570,R54358
R64941,R81668
R88696,R94335
R89580,R62870
R29367,R37480
R56276,R51532
R70530,R65426
R41410,R23447
R59074,R53668
R47593,R55722
R65386,R60099
R90113,R25290
R80533,R90808
R20827,R16696
R11428,R66948
R71180,R10704
R85058,R57738
R34918,R95348
R51217,R95952
R15465,R38499
R61064,R43578
R60122,R44993
R83775,R23322
R59695,R93804
R32894,R70598
R95655,R22133
R16868,R99818
R46217,R71422
R87119,R95310
R94587,R79830
R57289,R12353
R35113,R99710
R34140,R77483
R67565,R30034
R88741,R28002
R30943,R85564
R82650,R42524
R82946,R65298
R83924,R52582
R75918,R87899
R31801,R83937
R92557,R12383
R67350,R13244
R37040,R61730
R78459,R76731
R24599,R79305
R19030,R68471
R66212,R60708
R58032,R42444
R37231,R62706
R50523,R51158
R74511,R26241
R71819,R43804
R69231,R45359
R39997,R15927
R44037,R69023
R93661,R10222
R68859,R58529
R72575,R44953
R66931,R98435
R81896,R23346
R63909,R62012
R80196,R10694
R85667,R34398
R52545,R42284
R52326,R38958
R33416,R32056
R28558,R34319
R92017,R98787
R20261,R50644
R76768,R60453
R42824,R86006
R65203,R71561
R62698,R23102
R20400,R63934
R11400,R31657
R23943,R84411
R85634,R28182
R19643,R91205
R46993,R10179
R52768,R38738
R14281,R65057
R16274,R86975
R67648,R32220
R94811,R26760
R67710,R78736
R95752,R79437
R42730,R28172
R64124,R75759
R74039,R99555
R69179,R84615
R74351,R89027
R71633,R26980
R96466,R28786
R59049,R77514
R32763,R80114
R88121,R40580
R25188,R15079
R30648,R96981
R29073,R65519
R72613,R61052
R13579,R58028
R83696,R84421
R82720,R10894
R45843,R41660
R16905,R66475
R19631,R94454
R63635,R45536
R84663,R88895
R38374,R35405
R29603,R57548
R48479,R58889
R54347,R43189
R93952,R59171
R97494,R71274
R68675,R29685
R53003,R20770
R91003,R24436
R90218,R34411
R52274,R94026
R56164,R57159
R41837,R32277
R31025,R58430
R25501,R86753
R76580,R37082
R66590,R10095
R80249,R35617
R77894,R54452
R53302,R71706
R81490,R22853
R14876,R27591
R84575,R23013
R23601,R95598
R99052,R15479
R21761,R85166
R34283,R16291
R82327,R29720
R88841,R77603
R14035,R50244
R29169,R94484
R18021,R54811
R83360,R31556
R29905,R77522
R13436,R27597
R86977,R40535
R83541,R55860
R88178,R16839
R84019,R91982
R86893,R88187
R98254,R67701
R50254,R15893
R54743,R54804
R55937,R95106
R43206,R60711
R62666,R35939
R10549,R41700
R34097,R10959
R79901,R77569
R87618,R52009
R24032,R26842
R98264,R15030
R65277,R54937
R90783,R18696
R38334,R36519
R54143,R12833
R88527,R32699
R73474,R31553
R18679,R74462
R64255,R46741
R45133,R47850
R19756,R49112
R13981,R35268
R60909,R85245
R52845,R68989
R38152,R40783
R76552,R49554
R80844,R23671
R45954,R43835
R29046,R60049
R47250,R46700
R93835,R86979
R75995,R38514
R91318,R83947
R77255,R91537
R65514,R40577
R83940,R71367
R17529,R65783
R80208,R95353
R37452,R95174
R46821,R95323
R24896,R63756
R34852,R76390
R36088,R52087
R13221,R78616
R93716,R46053
R21335,R92637
R88341,R60057
R55390,R42809
R76333,R60600
R51943,R70482
R12632,R36660
R25422,R70385
R95450,R49300
R35713,R92596
R16577,R17301
R15334,R66353
R95905,R82443
R26186,R25182
R87349,R41450
R28628,R99474
R76421,R31044
R63281,R65752
R86898,R92337
R89945,R76524
R16554,R21542
R51566,R51268
R41121,R92265
R22578,R96267
R85005,R73198
R25838,R47502
R55827,R79794
R30518,R79440
R54943,R94783
R43602,R26666
R99783,R51892
R41777,R28263
R47269,R31436
R22154,R67130
R18831,R39076
R86111,R35647
R16209,R37975
R23736,R20725
R29376,R50065
R22348,R77174
R33719,R74582
R16786,R88288
R71327,R24957
R51744,R40956
R37070,R79708
R42558,R22912
R77530,R10914
R97548,R33803
R49450,R95882
R13174,R99442
R42613,R68645
R75110,R32882
R17995,R64718
R68424,R63172
R79422,R15922
R64419,R92116
R29889,R87943
R88542,R45741
R16513,R12685
R50966,R89617
R41473,R11940
R82139,R12332
R15230,R21869
R85325,R49472
R34418,R10147
R93539,R25445
R22831,R73317
R45512,R36013
R77135,R26452
R67920,R74402
R94599,R35543
R71142,R76189
R38489,R48711
R67787,R12140
R83661,R35410
R54893,R17506
R46513,R17149
R55561,R10096
R93568,R64434
R32712,R82993
R37361,R40724
R38302,R23596
R26637,R43915
R88631,R35540
R62490,R98894
R85902,R33995
R61820,R15458
R98447,R77086
R38547,R82518
R39680,R36718
R50752,R13219
R70874,R81689
R35076,R27642
R27047,R72788
R90199,R54091
R36755,R55320
R19805,R55221
R80611,R37894
R10393,R62071
R49238,R94606
R15880,R83233
R85931,R61343
R78946,R75376
R75038,R23906
R13349,R45105
R65139,R32527
R89742,R51296
R74196,R68580
R94581,R62314
R38229,R81664
R70899,R52674
R30662,R13288
R80652,R82726
R41132,R27615
R86196,R82330
R26450,R76442
R80625,R47971
R96162,R16216
R43520,R57765
R32506,R24605
R28700,R29049
R23119,R28992
R77163,R83388
R85848,R51649
R90692,R40719
R10622,R30495
R62915,R11562
R15433,R55961
R86709,R94237
R63807,R24379
R70442,R28913
R96578,R43608
R68055,R46046
R45079,R79888
R90339,R44645
R12755,R69870
R32333,R65356
R33403,R90728
R49597,R47068
R87645,R60419
R48288,R20300
R79347,R86176
R37566,R79165
R87916,R95824
R62894,R77276
R58610,R86436
R10459,R66361
R10682,R35038
R21212,R20798
R66813,R37401
R93796,R18897
R58956,R67468
R18868,R88403
R47142,R44877
R77105,R10121
R68052,R33670
R68756,R47997
R70244,R10379
R27074,R65090
R25224,R16944
R12765,R56257
R10522,R18978
R24279,R42041
R84650,R83137
R73236,R81520
R41430,R36266
R34227,R37045
R45214,R15813
R56907,R95906
R73765,R77840
R67931,R97343
R26424,R84736
R45939,R41775
R30630,R38306
R83928,R21651
R34525,R46016
R46440,R42310
R23269,R56420
R56805,R79667
R54361,R35915
R36919,R13867
R28575,R59501
R42386,R82475
R27453,R23797
R40253,R94744
R22745,R32709
R52606,R48528
R42624,R24768
R48948,R39879
R14908,R32779
R61610,R24009
R65540,R75235
R13004,R13923
R81642,R35167
R85727,R63648
R53770,R95934
R50201,R63542
R37152,R43436
R32193,R31837
R13095,R59812
R88273,R16420
R11142,R39314
R28972,R13231
R22178,R32384
R86444,R81306
R75693,R40590
R68048,R89735
R23523,R14963
R28623,R44876
R53401,R40494
R33441,R74542
R34172,R95134
R58234,R17497
R38811,R40913
R38322,R34367
R86284,R76757
R15483,R51531
R29643,R50895
R32658,R64259
R20262,R74659
R83402,R35227
R14481,R37733
R60727,R91133
R81843,R59911
R17949,R19305
R26833,R10414
R94833,R60330
R46259,R87079
R25058,R45434
R87245,R77419
R31691,R98542
R44988,R95968
R83619,R10544
R95492,R33390
R49716,R58414
R92170,R71299
R37642,R54677
R17122,R36723
R88267,R67135
R70996,R25332
R71674,R80301
R26524,R16846
R30374,R40853
R56494,R45220
R25088,R36198
R43337,R86395
R67382,R28044
R36687,R26586
R75464,R78720
R17270,R55122
R59406,R93452
R99724,R93894
R20895,R87352
R69720,R32178
R85131,R98100
R80925,R66872
R30251,R91524
R59437,R52222
R72931,R98222
R43260,R13358
R44926,R57851
R39487,R60324
R13738,R77264
R94243,R64785
R33257,R93374
R76116,R70930
R37523,R79412
R32664,R66494
R12759,R63673
R88272,R91029
R83497,R36849
R50269,R87003
R83224,R87942
R83327,R10076
R44583,R50829
R29509,R89209
R57111,R95138
R90581,R21947
R59643,R94574
R11574,R73234
R74584,R42492
R41400,R25865
R81231,R78890
R25196,R69518
R58079,R79035
R85921,R71894
R48189,R13498
R63254,R35679
R61006,R20417
R11937,R63459
R85800,R57743
R68601,R64782
R36514,R16988
R75919,R30442
R55189,R93962
R25311,R25382
R45896,R25276
R63059,R27879
R86130,R54522
R72407,R42104
R53671,R93632
R94938,R21528
R90329,R88827
R24320,R45447
R58393,R66197
R17401,R28160
R71305,R77307
R71103,R35431
R68615,R36879
R14929,R49440
R21449,R97817
R56333,R21359
R48583,R99173
R93923,R94532
R24292,R50063
R76530,R15508
R22293,R15812
R13789,R16843
R63337,R59645
R98467,R58448
R93847,R67855
R48666,R37167
R99844,R88296
R75590,R44837
R59456,R98406
R63285,R28204
R16701,R33386
R74996,R68225
R57583,R27899
R86100,R66434
R91868,R74936
R99421,R64394
R10530,R69412
R37591,R12166
R94932,R34390
R91093,R21511
R36826,R57054
R15386,R52259
R25271,R36795
R94083,R87038
R35952,R23402
R46580,R64171
R96817,R85381
R89980,R78642
R51804,R10947
R87910,R88600
R37030,R64739
R81176,R74898
R31513,R79666
R48201,R85203
R22048,R32258
R47425,R90704
R97477,R89367
R32440,R27497
R76321,R86588
R14163,R25887
R43173,R58850
R85179,R57408
R84116,R32406
R72378,R94803
R70824,R88767
R22160,R36398
R93759,R80511
R95833,R93497
R64516,R76519
R59288,R39150
R86564,R69122
R94124,R29861
R34831,R33096
R41486,R84373
R66297,R24412
R86968,R42410
R99438,R10870
R37200,R28957
R45245,R13787
R88427,R68795
R76490,R17678
R70912,R64433
R67227,R11507
R95111,R21131
R46550,R74805
R76667,R76026
R53292,R56252
R77433,R24221
R34100,R42380
R89058,R90046
R61767,R38786
R23699,R60033
R49389,R32316
R31792,R91798
R36902,R97641
R60732,R99693
R59912,R40753
R17223,R88656
R88686,R76649
R46414,R43107
R80171,R37530
R50026,R40592
R67038,R18962
R58356,R46805
R92745,R66749
R69062,R86686
R64763,R15690
R71857,R89952
R66687,R91867
R18777,R67524
R89542,R22978
R89628,R30585
R48285,R56085
R17923,R21766
R28240,R15223
R62122,R44714
R26558,R11199
R81082,R72552
R16709,R73175
R26414,R57036
R89946,R91646
R10540,R34093
R97484,R75227
R91880,R26243
R98604,R64020
R84051,R94151
R45009,R39447
R21650,R75129
R19539,R41703
R47163,R17278
R82773,R31907
R96014,R93566
R48282,R14314
R13795,R88481
R39056,R18368
R65097,R23632
R84018,R74733
R34736,R72999
R74124,R65333
R31457,R66145
R60034,R57112
R99748,R49542
R15840,R73423
R15401,R38978
R84795,R18615
R75106,R48262
R54373,R89025
R27925,R87474
R53477,R12244
R20659,R23904
R12614,R26008
R91582,R61644
R10052,R87246
R42123,R58718
R13061,R65627
R37950,R39753
R40213,R38340
R41667,R21703
R48013,R26852
R36389,R79490
R40805,R57672
R83644,R71936
R68317,R14665
R50869,R73230
R36578,R67090
R99439,R36778
R37750,R61474
R25789,R45014
R13237,R38844
R56838,R38854
R98446,R62986
R80286,R13643
R38867,R82074
R42741,R37640
R12349,R46861
R92954,R81004
R96158,R97114
R34075,R89910
R64519,R93937
R51656,R47088
R87357,R10744
R98775,R12553
R65195,R12082
R90854,R81924
R98869,R43575
R32576,R49504
R26877,R68792
R30626,R37406
R79856,R37590
R19228,R60430
R50208,R54921
R86920,R24225
R95002,R88960
R49048,R98097
R75157,R92689
R14808,R77175
R27844,R84301
R63757,R87813
R37445,R25264
R14857,R86738
R51057,R98482
R90611,R44962
R21996,R40870
R84377,R75060
R93640,R58738
R56742,R96575
R50745,R96774
R50316,R46630
R83700,R94060
R89902,R41647
R44232,R56577
R29257,R67499
R55108,R95473
R44802,R36545
R78584,R89190
R61353,R74283
R52815,R21594
R29478,R13467
R28757,R35720
R42759,R46512
R54934,R32125
R89248,R40134
R58822,R82813
R91951,R14859
R88107,R36318
R23991,R67028
R16781,R68890
R62809,R56535
R46669,R67689
R22937,R36007
R29751,R82196
R26696,R24444
R39560,R98473
R30509,R44366
R94272,R63613
R13118,R36275
R54493,R71737
R66570,R12598
R88434,R63551
R40307,R80804
R59239,R20204
R53833,R35331
R32943,R85870
R45279,R39065
R43513,R92344
R12069,R94707
R87849,R26451
R46267,R29084
R42829,R17713
R26724,R39469
R66037,R47439
R75777,R86863
R33587,R70068
R70433,R50742
R75416,R92993
R72381,R37594
R71315,R31623
R20637,R35021
R34476,R16469
R64973,R12963
R21332,R56166
R44069,R60884
R14480,R49840
R12537,R40803
R47716,R50099
R93108,R20295
R96996,R83861
R35599,R74470
R83850,R61957
R34049,R56617
R58611,R63419
R66242,R22839
R28378,R47433
R10264,R13762
R95877,R61906
R52466,R91118
R27185,R80199
R97094,R89229
R35558,R22956
R92861,R99538
R45757,R76355
R37886,R20884
R73033,R51384
R88648,R47769
R85321,R49895
R83611,R31798
R24983,R23086
R20824,R21122
R26838,R36705
R13439,R83260
R83373,R73180
R10619,R48249
R66959,R49575
R40858,R15665
R44307,R95019
R18399,R86658
R76488,R33176
R33788,R49561
R34870,R95870
R15916,R72765
R95720,R85751
R81832,R17199
R91862,R38810
R36775,R60540
R43325,R26604
R69748,R60907
R33708,R55850
R50618,R76925
R11195,R96579
R12580,R71061
R63520,R37395
R99044,R46280
R28701,R78467
R42794,R44282
R48308,R41935
R87115,R64719
R26172,R74563
R88975,R27575
R14888,R37585
R43227,R16611
R49877,R75947
R32473,R16020
R82439,R10853
R72574,R62907
R45208,R36265
R55303,R41114
R23294,R35770
R10435,R15086
R42487,R93169
R60567,R75041
R38044,R58764
R88829,R84328
R54019,R60170
R43198,R50573
R48088,R60591
R75599,R92108
R52555,R28478
R71217,R83503
R69907,R82038
R35692,R45164
R77926,R55061
R30798,R64963
R80209,R71592
R16766,R25103
R87134,R58449
R90167,R70580
R53864,R36391
R24743,R96368
R54477,R41989
R79472,R64155
R27973,R57492
R56923,R36997
R77826,R38936
R86937,R58287
R90299,R39826
R72000,R57561
R22652,R89173
R36666,R11005
R72190,R31753
R33906,R98551
R16422,R83813
R12564,R15755
R41824,R82951
R44015,R33690
R91466,R71596
R42942,R25875
R42839,R29471
R17997,R40977
R17862,R51069
R97210,R81307
R65190,R87706
R70293,R49594
R33396,R96260
R43616,R34921
R32033,R69295
R57132,R57210
R23860,R94779
R41181,R78848
R68105,R27582
R10063,R24734
R96819,R92951
R37616,R33806
R15796,R67813
R54180,R16497
R62719,R55077
R88359,R26313
R35029,R94101
R48197,R36466
R60749,R11252
R48043,R40673
R33332,R33955
R34790,R55546
R57474,R16930
R49857,R56966
R18135,R42565
R50239,R22081
R60259,R51848
R41694,R27484
R82856,R27550
R58173,R54200
R68894,R20252
R35643,R76467
R92153,R53080
R33626,R60986
R77298,R90706
R95056,R50489
R85378,R24742
R26347,R66613
R32148,R50663
R28362,R31921
R94034,R37043
R53407,R84252
R44076,R69492
R71424,R73336
R56156,R27315
R61347,R53259
R58386,R63967
R74166,R80080
R51493,R79259
R67051,R83404
R45135,R76094
R73590,R20174
R73689,R64499
R80992,R45565
R91149,R41902
R87735,R30214
R74692,R78378
R21473,R49942
R89782,R86221
R98401,R52565
R38077,R72743
R28089,R52339
R79114,R63564
R37132,R28077
R23280,R62092
R27169,R72548
R34554,R32172
R56880,R74974
R94021,R68264
R22414,R69993
R89357,R78704
R90843,R50120
R45265,R93199
R54502,R12309
R70043,R21046
R87227,R27265
R64327,R85001
R53550,R54754
R91405,R57379
R81654,R61588
R59223,R60107
R72363,R22067
R67494,R48717
R16207,R88667
R44106,R56369
R51347,R31685
R38800,R45274
R32861,R23259
R51386,R95510
R21368,R53603
R74715,R57701
R29122,R39695
R66296,R41790
R73362,R40874
R14194,R50669
R51039,R40315
R59371,R20585
R14707,R35224
R20339,R32364
R60977,R99258
R37608,R99070
R65284,R97460
R97097,R82539
R42686,R84256
R82718,R96211
R85758,R25496
R49625,R65001
R57864,R50121
R38759,R45140
R19984,R21475
R16747,R62811
R16197,R80619
R94233,R16682
R93391,R21317
R29744,R36974
R39196,R10639
R24870,R89869
R45752,R99648
R79885,R51137
R40415,R90708
R43526,R47714
R77366,R16992
R43140,R51401
R30393,R69740
R80762,R66131
R26820,R58168
R63875,R61982
R44383,R93153
R17525,R94720
R53368,R88504
R17046,R61456
R94285,R96167
R55596,R54966
R33375,R98023
R58790,R87915
R62477,R12866
R22718,R13638
R51541,R91427
R94856,R72744
R89419,R44773
R18910,R53373
R61131,R42549
R25902,R89123
R67129,R81682
R54065,R79810
R76127,R77676
R68312,R57745
R84829,R45113
R97254,R92109
R10231,R77717
R35052,R29816
R59008,R38336
R66645,R26462
R38123,R96673
R42517,R41691
R57621,R23150
R97793,R59242
R28846,R85955
R32310,R24747
R69196,R34739
R65681,R24667
R53737,R62394
R13873,R22663
R29414,R86551
R58936,R66723
R71159,R36734
R49232,R26477
R17905,R23473
R13729,R11787
R91104,R70165
R21159,R28788
R27062,R63873
R34244,R29952
R60431,R62484
R46227,R24150
R88050,R77224
R52958,R17621
R12492,R97550
R71453,R84204
R15143,R71774
R58342,R87202
R98781,R93699
R19245,R60230
R69319,R78218
R38610,R46913
R33193,R28301
R51872,R76502
R50282,R72442
R10835,R54207
R63382,R98507
R42513,R82530
R79431,R55451
R16951,R24823
R85027,R86413
R83908,R59724
R98269,R26422
R80136,R36168
R27683,R46950
R41462,R29467
R55209,R44128
R22458,R11220
R88036,R21496
R21775,R34805
R79565,R18174
R58202,R34356
R37000,R97425
R17765,R38428
R45491,R88155
R98848,R73513
R95123,R97230
R31757,R41882
R97087,R13909
R21254,R61302
R60921,R97890
R16686,R66030
R21253,R66554
R72542,R61521
R52518,R20796
R45694,R12789
R74849,R95462
R91860,R80408
R95000,R85076
R65476,R38508
R56029,R99592
R14727,R55659
R45946,R31335
R56479,R47757
R42576,R50147
R60085,R68554
R19853,R63232
R82754,R49168
R85675,R90381
R57272,R17433
R23609,R11568
R91315,R53527
R60890,R24506
R17834,R41815
R21536,R44964
R97388,R51691
R52684,R10715
R53993,R17453
R84903,R51353
R73273,R25908
R94121,R19529
R20672,R47598
R76759,R67262
R36973,R99573
R77546,R91567
R60295,R35182
R50290,R34874
R82954,R26990
R45190,R34480
R42952,R57333
R93912,R79349
R58022,R71098
R83787,R99497
R68876,R40876
R32582,R73248
R68958,R92212
R30923,R83201
R63129,R83939
R72824,R99315
R69064,R40686
R10491,R95859
R76464,R73610
R25910,R31507
R36492,R69165
R77226,R63029
R21245,R68006
R65547,R78450
R35609,R34520
R35975,R22301
R88526,R18958
R99916,R96487
R33611,R29590
R90250,R75342
R76756,R49176
R72665,R10567
R19168,R83780
R61966,R51469
R22426,R56307
R50151,R28888
R31095,R70166
R85257,R99331
R36054,R29496
R90570,R31822
R40240,R40972
R26082,R15565
R43486,R99361
R85722,R64801
R13278,R54017
R51090,R83892
R78938,R91796
R96693,R99636
R13317,R61355
R72303,R41066
R22736,R71562
R25703,R88379
R48767,R37250
R62500,R52571
R77246,R40917
R22726,R23818
R66173,R80764
R42194,R94638
R71275,R82043
R54054,R65954
R98640,R10287
R90977,R85704
R71752,R23159
R29359,R70658
R97099,R13892
R97565,R16986
R18221,R72234
R32671,R73142
R14094,R31674
R57868,R43047
R46266,R72910
R33810,R12551
R15268,R25688
R88263,R43472
R22127,R50108
R69095,R70733
R49045,R81617
R65834,R97744
R68744,R97923
R54394,R40833
R74218,R96603
R71163,R54164
R14539,R80883
R83047,R66462
R67523,R62632
R84603,R61868
R17052,R59143
R29616,R50464
R34828,R79235
R63932,R58491
R24076,R73664
R56757,R87241
R19377,R34968
R91448,R26633
R66514,R39098
R31740,R90033
R95386,R29779
R80763,R82376
R15373,R97593
R27782,R78554
R28080,R79232
R78727,R17222
R76861,R92421
R67644,R90584
R53109,R76557
R93810,R72111
R41893,R62073
R73946,R14031
R39274,R97785
R63149,R44196
R12562,R12822
R24008,R55498
R91079,R95397
R67557,R92657
R42266,R52703
R17771,R69245
R35519,R54982
R73619,R57009
R91740,R68227
R33171,R15295
R44951,R54854
R35716,R69912
R66752,R24542
R19219,R67263
R20054,R21426
R28561,R33738
R80014,R39088
R95185,R52901
R18132,R97131
R15593,R91361
R38748,R87110
R53875,R46939
R78003,R21291
R54945,R39572
R91533,R90651
R51608,R29240
R13262,R41469
R34838,R70719
R48581,R81472
R91182,R26083
R37063,R78766
R95436,R68760
R69266,R61611
R83931,R80629
R60023,R78286
R89526,R86575
R24869,R73026
R20310,R49270
R78867,R45862
R92791,R76684
R71704,R22285
R62238,R35250
R83276,R97683
R48059,R58468
R17177,R96248
R55446,R30212
R50130,R53051
R75766,R19442
R88304,R31087
R19405,R55791
R20047,R35493
R75407,R30519
R12426,R99466
R28808,R76978
R40287,R62530
R85484,R39233
R71839,R69383
R59112,R81551
R34855,R57164
R67860,R25543
R66887,R49751
R92942,R27557
R29142,R27522
R13712,R29795
R14766,R11181
R47073,R82183
R35597,R58929
R20692,R22347
R74141,R67274
R36370,R98007
R37962,R39454
R43733,R15141
R29842,R33509
R51237,R89300
R34767,R70546
R61048,R86017
R40688,R32371
R54914,R35054
R72830,R49248
R62098,R86513
R25689,R68929
R68428,R48277
R64143,R34535
R41051,R62280
R61450,R74765
R51502,R25211
R70830,R91930
R20022,R22234
R52097,R36112
R48495,R79911
R47383,R97830
R43977,R88726
R19018,R89432
R38776,R88433
R75712,R88192
R15598,R61108
R59330,R99520
R60255,R63394
R64576,R89928
R32058,R34800
R74871,R96833
R14586,R92469
R90021,R90532
R73272,R71954
R90011,R86901
R88492,R18797
R52668,R64172
R94819,R51501
R73489,R12577
R52160,R24173
R81215,R59154
R25012,R84825
R73309,R18372
R89205,R75211
R85507,R93256
R49205,R14378
R78686,R62102
R13263,R73856
R37402,R55349
R64872,R85679
R69595,R37134
R61691,R46791
R38367,R93232
R52944,R21904
R47646,R37610
R30745,R75729
R78360,R61178
R74977,R98184
R52816,R90990
R33331,R81080
R90959,R36818
R44247,R65698
R20999,R63058
R77878,R30126
R10144,R82574
R71037,R48138
R63607,R16157
R81787,R95977
R23530,R83649
R26088,R71363
R23896,R80743
R21108,R58000
R87543,R35145
R81051,R66071
R56668,R90172
R86872,R49180
R75872,R86048
R70906,R33371
R47441,R92934
R21523,R34774
R86907,R15107
R28003,R57237
R41616,R89085
R73954,R83801
R59076,R71547
R27214,R29945
R79597,R72538
R84029,R62091
R54941,R95787
R22960,R47587
R23594,R31725
R85332,R33814
R64086,R85494
R96361,R72649
R24182,R97924
R10956,R64666
R24906,R46728
R53995,R24552
R57053,R85147
R89212,R94008
R32714,R80648
R25573,R75190
R84389,R90801
R68376,R96339
R52570,R91703
R39771,R87541
R16081,R53778
R69562,R41409
R69395,R85124
R22375,R10885
R93254,R96738
R71553,R98193
R30865,R59948
R72040,R53989
R55367,R76830
R64528,R40699
R40048,R68862
R70944,R33378
R60077,R59527
R29814,R69572
R98807,R93086
R37553,R39612
R76854,R16990
R57113,R20932
R98740,R45557
R64234,R53968
R56846,R17056
R74505,R64741
R16451,R68184
R49466,R46576
R75100,R24105
R11278,R16910
R96502,R16303
R62485,R77462
R79671,R86545
R67322,R79821
R13496,R54076
R23146,R13510
R49017,R38996
R63519,R88496
R44984,R63132
R86428,R54708
R34787,R83400
R64737,R86121
R17185,R28221
R46334,R93037
R74672,R60140
R42710,R43540
R76743,R27067
R82128,R88201
R90359,R81728
R40280,R67653
R59855,R51028
R86609,R87051
R58668,R19812
R30133,R48708
R19902,R14257
R97008,R23757
R47482,R53649
R42234,R20507
R35569,R58146
R61558,R47408
R68126,R44479
R96303,R55799
R88180,R52891
R37034,R15546
R83177,R31804
R32349,R75688
R68761,R28958
R68977,R36117
R14987,R36461
R55166,R51474
R66064,R47071
R19324,R82919
R98991,R48278
R49480,R11956
R22854,R16614
R75964,R93161
R26711,R71870
R22309,R10479
R66048,R19452
R18980,R60321
R57367,R82350
R63602,R15787
R20565,R47010
R42140,R93893
R99485,R71680
R26948,R64110
R48851,R99502
R31692,R52811
R75317,R86946
R46850,R27608
R98119,R27734
R34614,R73769
R55125,R78623
R32786,R54638
R42666,R15831
R10360,R59773
R67819,R65379
R55842,R78639
R96765,R64238
R28918,R14397
R23762,R23318
R30503,R32159
R92706,R28497
R91329,R87091
R80206,R34956
R96492,R88083
R73133,R92573
R47578,R94293
R17986,R72526
R64047,R54190
R99560,R67389
R51759,R48340
R51877,R14064
R82672,R82282
R41236,R35579
R93212,R64589
R49412,R53683
R90960,R23321
R19830,R51460
R12489,R72971
R54825,R33581
R91516,R87743
R11516,R45018
R32794,R31441
R96598,R70186
R25291,R58328
R83936,R92397
R58661,R57940
R34698,R23011
R81800,R42687
R19114,R33359
R95192,R72274
R17569,R76828
R23775,R97138
R50485,R33308
R71310,R74034
R91174,R81274
R67595,R67349
R14645,R19552
R82154,R21052
R71384,R82457
R55266,R21073
R37511,R50678
R14490,R20146
R22900,R26881
R51298,R96224
R64856,R68257
R75519,R93555
R88177,R35048
R45426,R89763
R88566,R90696
R51652,R80392
R97338,R45593
R23470,R78502
R68517,R98916
R35683,R77251
R88416,R81021
R99079,R52303
R39488,R59382
R63616,R94332
R51847,R32365
R48866,R55109
R87068,R54016
R81064,R44783
R73455,R23408
R61661,R66928
R92266,R48677
R42795,R44625
R69393,R50276
R78618,R59937
R48150,R23014
R52411,R58154
R91608,R76845
R66999,R46250
R78055,R51670
R29010,R79543
R51415,R15615
R57291,R67376
R79496,R97981
R30402,R80126
R74516,R81102
R69254,R77828
R62115,R16039
R91347,R16529
R56076,R58315
R37702,R47624
R43797,R76061
R99846,R23498
R22288,R20368
R25548,R53892
R59660,R26288
R97022,R78757
R73484,R97324
R52528,R93383
R30761,R48590
R50279,R82279
R57705,R15625
R15073,R59881
R36178,R69371
