R812359,R865251
R143171,R773049
R328500,R771863
R735274,R103350
R547227,R449901
R308031,R853424
R713364,R590471
R910117,R937176
R877767,R378409
R783928,R467010
R764187,R724625
R751364,R275237
R611353,R680694
R211172,R638933
R819024,R658947
R247170,R924788
R989422,R766541
R775865,R858398
R706392,R885488
R312216,R298849
R449567,R256783
R984190,R330009
R972332,R357230
R169693,R143748
R694300,R800212
R983415,R210858
R213959,R587110
R139436,R118016
R541962,R506898
R561979,R176809
R472672,R136435
R896283,R672897
R842681,R918266
R309249,R289728
R272964,R696307
R478334,R108477
R951498,R102374
R238996,R167776
R687967,R292955
R703107,R696752
R341224,R784399
R901130,R319737
R120960,R445652
R573563,R625610
R592481,R142007
R345018,R809128
R385666,R213663
R945008,R697951
R576885,R678099
R194037,R245773
R129825,R294877
R310767,R265830
R763441,R972104
R668536,R620617
R701601,R611865
R118454,R972251
R796127,R886958
R605638,R820399
R788546,R766443
R640115,R149428
R384648,R461099
R800099,R828763
R216309,R865955
R131386,R897207
R331803,R487132
R960580,R764459
R778728,R596507
R826462,R420720
R621314,R327865
R936194,R819554
R769453,R885038
R619578,R249546
R379263,R365018
R197338,R408214
R864839,R851650
R235650,R255595
R475096,R972828
R408821,R566451
R679835,R473978
R351042,R717098
R190582,R825520
R603044,R613228
R691302,R405830
R455280,R635797
R961194,R872545
R279889,R888252
R873478,R709361
R461168,R778040
R745080,R100590
R977811,R772581
R638335,R982518
R100612,R776680
R137083,R934251
R511284,R830558
R154037,R695372
R536833,R371891
R912721,R200999
R444543,R773264
R594094,R456512
R722597,R998525
R952749,R291269
R111221,R573088
R849550,R893419
R224021,R295661
R117398,R564645
R402658,R890330
R255837,R550227
R216834,R921351
R191954,R885336
R821711,R635732
R897428,R767847
R783581,R565446
R894135,R979333
R789141,R519138
R800710,R378984
R938385,R917425
R354575,R676435
R569359,R739577
R906599,R511011
R798163,R349681
R587174,R889189
R793284,R375760
R562024,R949175
R296824,R828254
R868927,R519420
R922269,R182638
R243079,R634099
R810466,R448929
R419329,R433477
R328871,R115170
R149112,R460395
R447222,R895863
R245919,R108468
R338057,R858439
R139062,R173085
R912012,R615876
R213721,R952418
R844096,R236524
R530211,R548304
R751707,R331274
R378230,R815665
R286838,R803544
R261705,R601497
R180692,R307694
R643466,R327811
R489411,R919031
R765879,R580455
R726355,R345002
R308414,R625147
R329184,R920460
R552692,R349239
R788498,R309429
R822869,R423517
R534856,R906633
R969164,R564795
R975085,R979881
R834547,R318776
R408628,R834956
R785047,R624655
R306956,R648708
R229851,R301544
R452208,R956683
R764896,R201842
R719382,R276607
R903760,R394508
R396309,R648068
R616415,R182372
R521006,R401132
R447021,R391171
R799534,R470264
R369774,R132253
R131837,R138754
R587877,R810906
R258103,R836491
R511348,R505136
R761414,R320533
R337895,R345353
R757961,R777259
R605486,R107170
R797684,R144154
R151113,R916093
R722981,R919807
R128339,R876374
R893368,R416926
R403931,R516873
R804369,R841870
R561272,R691133
R882520,R225290
R369850,R131266
R610211,R561663
R496300,R411953
R150639,R758536
R845310,R396192
R272643,R251173
R824270,R694369
R143470,R559298
R148768,R755781
R847938,R853489
R550690,R441246
R390025,R265615
R663246,R498503
R423880,R141568
R135732,R819587
R636488,R478820
R621752,R515964
R391288,R529808
R480674,R237961
R692401,R510368
R609062,R900220
R143962,R567535
R162459,R818983
R319132,R629496
R990435,R138463
R381396,R758516
R161344,R953120
R522202,R102591
R930680,R789952
R205345,R325903
R944403,R301948
R520977,R708532
R793421,R871159
R794855,R981505
R502458,R318818
R337134,R751742
R674274,R601621
R461731,R925642
R817076,R470057
R706330,R769219
R320813,R231317
R821689,R872454
R135958,R823188
R617624,R408469
R799910,R364087
R343015,R330375
R961735,R696141
R175100,R162865
R510984,R761891
R932961,R695046
R831820,R990471
R482161,R219745
R750519,R150791
R536977,R667531
R334004,R656329
R134880,R255447
R661917,R589011
R842523,R942415
R607630,R435681
R638262,R285667
R389752,R808675
R991903,R547874
R148753,R656300
R730074,R218500
R747733,R302320
R138870,R305930
R458552,R659905
R267342,R583171
R715277,R629899
R136272,R813359
R275005,R455739
R908707,R729160
R737120,R443059
R281105,R203993
R403466,R522056
R507082,R243723
R190006,R970219
R481748,R426139
R749917,R563532
R452120,R305207
R675609,R463583
R762540,R153898
R933368,R909555
R645976,R644077
R384075,R100741
R831895,R827225
R564753,R940795
R316538,R878172
R959560,R444298
R827667,R305108
R496661,R934776
R378193,R608292
R132869,R177424
R640338,R424847
R712734,R958416
R320055,R170951
R480874,R453474
R994977,R690699
R473930,R501192
R846584,R123870
R580696,R838406
R168075,R390088
R801150,R730156
R800030,R873733
R398740,R682878
R251689,R818324
R172654,R236463
R867079,R180448
R506124,R852579
R444803,R964472
R443584,R394304
R447076,R704925
R646765,R870394
R789869,R555133
R366911,R492005
R434495,R653570
R438714,R495143
R907842,R496360
R209068,R913670
R478846,R474327
R780043,R221975
R411301,R789481
R171957,R327650
R945511,R870835
R133718,R356960
R592455,R479917
R970155,R709996
R279725,R644684
R419338,R435965
R180412,R662888
R497295,R142769
R660423,R148288
R639688,R826300
R734455,R482005
R102686,R894294
R903425,R731678
R386730,R627489
R618104,R123818
R268023,R951598
R646390,R215552
R870260,R852330
R270669,R144063
R800506,R354962
R423662,R108109
R298997,R502182
R511557,R506911
R531361,R761576
R841023,R862621
R468908,R180073
R857783,R449422
R451671,R113960
R208010,R581610
R876772,R384258
R734720,R988644
R377626,R737312
R596629,R622413
R400508,R498175
R397311,R838567
R419738,R297437
R378384,R979606
R584082,R832287
R290131,R987866
R668797,R659298
R307384,R100534
R565717,R482036
R600234,R667623
R898440,R652637
R605493,R228217
R259229,R251476
R112274,R111060
R553214,R947654
R314278,R468423
R726370,R680739
R767105,R270332
R277564,R211601
R830640,R551672
R787812,R657132
R600835,R101425
R809663,R283845
R327758,R831438
R549223,R995058
R428788,R812047
R985739,R260651
R792568,R470825
R961929,R792249
R917988,R228910
R723097,R798576
R453336,R763500
R370414,R692577
R533028,R179243
R195206,R283216
R890597,R784419
R774966,R706611
R148103,R558203
R564566,R278991
R152757,R390443
R303180,R153567
R964882,R283670
R649010,R388983
R842115,R676948
R175563,R757826
R435689,R254830
R454843,R817096
R137633,R623521
R524597,R659328
R529159,R624470
R307672,R149254
R381470,R546575
R152070,R367630
R566971,R710570
R111557,R505788
R273945,R783537
R650549,R811538
R979434,R495066
R619398,R975429
R240687,R319425
R172050,R463846
R567702,R346042
R789022,R775303
R724785,R780440
R476766,R614519
R837230,R971308
R621409,R255842
R625379,R715825
R351663,R849047
R758337,R602021
R866439,R136982
R325208,R262513
R309529,R289025
R730642,R491791
R434818,R592017
R202970,R473558
R624598,R407930
R618491,R852271
R912807,R944180
R518959,R217826
R634550,R489608
R791089,R507201
R488346,R144936
R524344,R492231
R333238,R843946
R839651,R272689
R150296,R923935
R521166,R234615
R373773,R619113
R820847,R894464
R770880,R151760
R243417,R125630
R416318,R626656
R631324,R233588
R167227,R351528
R647033,R297220
R550655,R531408
R363102,R195674
R400928,R861146
R496126,R291113
R760083,R881024
R754872,R929736
R791179,R616666
R192921,R282560
R159658,R867072
R384490,R789763
R186701,R789372
R760753,R763699
R467609,R515422
R145175,R435533
R699725,R128909
R644100,R889824
R751922,R605111
R768211,R199589
R428654,R436210
R347985,R372780
R426138,R846615
R234860,R335982
R771708,R940845
R793552,R221199
R249305,R836230
R410611,R435430
R310584,R562244
R482692,R616303
R841308,R158815
R576929,R284263
R802148,R161656
R778624,R426056
R221383,R787384
R541430,R881589
R318307,R709313
R618650,R731214
R925320,R183556
R517085,R463073
R854556,R252063
R900738,R377625
R298481,R402697
R954955,R193438
R170795,R386842
R915258,R356923
R101744,R712678
R918688,R306462
R997010,R974502
R814399,R947484
R969503,R317675
R421613,R219337
R757723,R509357
R367032,R550488
R853933,R983074
R659768,R846450
R506625,R242978
R633467,R612591
R356617,R590669
R560052,R707169
R822691,R636901
R794611,R561545
R154701,R369226
R146819,R379633
R549534,R182210
R936165,R656784
R841456,R328733
R521339,R885846
R481589,R744528
R239203,R608329
R879666,R834083
R822578,R889752
R260403,R964402
R923025,R167411
R240696,R864113
R788599,R105350
R418045,R211017
R370284,R809640
R373581,R425808
R918628,R376917
R772509,R807526
R518852,R857018
R456885,R722538
R570039,R792023
R719842,R738723
R198634,R545184
R721552,R285223
R132320,R464426
R228444,R433540
R393058,R242002
R842864,R623092
R926430,R296395
R823408,R930983
R387117,R690807
R299084,R160257
R347986,R256501
R252924,R920936
R324318,R474475
R153660,R207905
R575155,R725342
R233489,R127595
R982250,R354272
R926097,R182025
R350699,R555406
R531808,R912446
R756697,R151392
R627508,R314484
R385377,R387705
R413575,R922615
R158012,R920847
R727648,R849011
R951310,R391222
R856505,R136937
R629947,R153759
R223536,R285669
R530584,R640358
R556160,R319513
R222052,R195623
R889058,R454658
R782203,R327043
R405034,R980720
R935152,R326787
R949463,R812639
R222833,R169227
R205049,R966869
R252671,R891413
R521663,R223421
R781679,R381858
R317543,R225145
R922069,R151809
R564895,R305365
R533372,R637261
R302040,R931801
R421731,R986900
R185932,R467377
R965310,R319731
R617848,R120263
R956493,R400497
R456413,R406268
R510426,R349200
R609223,R181949
R880858,R525344
R197539,R408702
R125239,R995282
R955731,R236782
R660241,R995544
R728878,R776753
R268989,R752460
R584983,R905867
R799062,R268644
R708412,R488349
R803065,R194490
R662338,R152283
R728615,R243477
R209002,R576784
R673923,R540720
R806037,R950683
R125053,R406169
R617592,R866000
R195114,R383692
R420517,R911938
R885598,R938935
R484719,R914563
R896781,R817792
R866030,R914063
R507426,R631879
R498468,R413825
R872824,R855794
R484930,R156650
R617916,R441941
R336506,R810117
R486770,R802300
R273898,R788963
R916811,R742736
R943498,R276369
R883682,R931609
R200741,R886199
R509221,R332372
R932668,R191223
R330233,R500532
R562134,R865953
R936701,R828570
R287175,R212782
R788941,R437243
R586155,R500544
R727096,R609014
R541286,R425214
R897747,R920211
R729428,R306842
R519155,R511454
R974003,R866349
R124417,R137635
R121454,R985854
R424235,R539529
R501712,R181341
R883818,R311331
R155124,R193465
R265098,R831910
R612567,R836486
R818474,R590295
R685849,R896918
R875451,R999835
R391032,R231334
R492159,R800071
R623198,R570814
R209432,R196921
R986614,R343854
R812057,R216624
R523045,R308944
R359125,R911065
R974385,R147869
R784282,R537392
R881748,R945802
R887545,R300285
R995539,R424204
R122372,R437172
R500139,R781715
R223615,R960499
R221136,R807806
R606250,R534031
R510563,R314342
R269754,R345833
R294226,R610409
R783310,R401276
R279073,R672377
R114380,R623730
R649144,R883357
R521686,R817930
R244662,R677594
R578095,R590121
R365729,R571951
R293097,R709372
R845363,R236104
R710045,R432940
R372275,R684005
R935825,R593123
R900022,R955715
R838576,R283702
R264815,R638218
R608140,R452196
R646084,R704829
R144589,R800730
R251484,R920585
R525309,R136776
R156003,R322405
R107481,R359336
R854867,R354801
R972075,R921645
R178483,R470445
R669335,R606007
R989909,R122226
R614768,R403774
R212482,R961994
R660831,R639907
R242738,R359823
R846069,R526846
R655633,R540764
R369547,R714544
R216851,R746321
R139452,R861071
R261197,R254643
R567435,R768861
R724278,R398363
R973006,R442185
R292354,R570126
R629978,R759481
R403236,R748361
R123057,R690737
R437841,R463071
R802324,R998567
R424902,R468470
R399884,R994673
R734598,R204039
R970010,R789266
R994234,R368235
R645291,R159095
R584955,R519830
R811495,R363650
R521721,R258861
R438158,R368217
R587526,R725424
R657406,R230651
R547349,R495626
R843349,R700560
R974033,R104243
R587050,R852168
R731061,R735184
R764402,R797989
R980821,R753045
R146766,R527606
R636275,R681350
R496371,R318318
R182179,R280838
R704575,R284007
R112096,R252138
R990246,R817447
R989990,R261764
R765309,R381928
R259417,R982451
R454159,R945730
R487008,R221285
R614257,R619206
R984626,R861684
R594164,R228265
R115308,R530050
R511227,R743204
R876739,R535633
R459555,R862981
R285563,R757922
R640090,R712259
R626327,R542430
R581957,R412909
R312708,R334131
R677475,R282534
R593221,R784285
R124147,R274668
R254385,R810035
R156844,R427616
R664070,R572829
R842507,R807073
R319705,R686375
R696203,R106394
R698861,R185323
R280254,R622627
R198268,R953212
R386434,R201058
R415805,R707296
R614568,R889867
R478997,R745035
R183908,R482739
R501996,R258618
R756674,R940728
R160655,R810300
R344562,R160731
R247385,R757598
R352207,R850269
R836152,R625916
R321925,R590356
R927984,R254900
R773187,R552442
R989796,R609328
R708930,R316773
R342399,R386505
R326783,R206351
R642436,R561428
R710039,R787737
R567360,R354321
R826892,R101444
R943962,R148436
R622503,R110691
R494977,R539787
R687140,R297531
R953342,R684827
R854128,R120654
R666777,R644556
R297523,R764485
R239979,R129728
R317751,R781229
R629928,R868622
R281492,R441431
R942168,R888360
R103868,R989852
R638655,R817546
R395830,R299415
R299819,R575185
R185645,R493123
R113728,R990938
R879094,R511864
R143593,R957573
R571124,R839649
R113998,R276939
R152160,R647779
R708255,R203902
R697830,R641195
R584606,R959368
R456525,R174483
R831463,R435424
R159950,R528159
R175013,R540119
R243734,R514293
R689159,R696152
R632806,R131211
R306544,R912733
R907715,R110684
R495923,R974925
R686913,R403569
R960538,R388476
R636543,R527576
R649291,R770728
R345522,R943854
R761153,R544908
R109556,R946772
R610445,R762071
R456528,R147574
R936076,R643005
R919330,R840535
R805610,R635627
R994612,R934891
R638518,R382033
R258429,R665395
R934215,R221393
R188045,R324602
R924793,R398848
R838017,R472138
R942631,R699747
R331591,R833588
R176250,R538258
R380738,R531063
R486139,R400851
R621529,R325244
R349334,R504081
R267187,R612518
R498321,R607039
R878891,R344472
R259641,R941630
R922003,R998701
R994421,R130326
R601167,R747001
R355671,R734971
R323908,R552295
R771260,R748811
R784609,R118770
R172533,R672323
R398234,R562048
R569077,R539482
R163746,R449563
R475231,R981635
R947016,R940264
R380674,R570348
R262966,R701094
R817994,R949771
R914475,R765206
R540793,R159104
R577119,R132211
R982041,R331424
R193853,R167881
R667546,R878859
R793394,R238892
R224937,R284047
R331670,R807165
R461392,R288882
R386824,R123633
R498437,R207060
R459826,R172393
R472556,R502403
R996156,R390177
R860570,R935686
R853911,R500564
R483066,R419816
R454112,R511685
R742486,R271660
R119259,R985603
R126214,R188160
R484986,R748431
R849432,R224114
R140067,R683172
R586786,R641530
R333965,R905659
R265995,R183559
R582946,R148163
R596100,R882820
R252949,R489035
R772271,R808775
R821841,R693749
R959558,R940281
R212850,R241049
R438125,R305325
R392142,R275602
R815639,R615915
R730504,R340172
R622258,R318000
R233296,R141966
R912028,R441282
R914925,R363766
R625185,R128471
R180128,R218111
R234034,R216765
R386439,R191108
R183157,R899521
R162543,R857201
R565810,R680143
R245145,R424471
R748914,R693066
R932185,R731763
R788768,R468852
R341814,R666003
R429278,R414891
R813281,R548816
R489202,R831044
R142260,R356985
R709625,R169953
R575279,R462216
R238193,R873067
R826244,R597511
R665538,R924339
R164220,R144238
R577983,R667252
R943223,R214793
R285609,R874350
R530880,R914905
R108073,R908375
R678409,R663487
R731703,R243252
R406865,R947923
R489210,R203622
R778535,R280517
R984689,R402990
R717310,R165970
R137144,R455198
R604842,R371230
R416680,R724280
R957949,R571871
R380351,R878103
R382873,R770951
R179655,R808342
R171262,R253402
R932230,R952529
R114632,R918847
R232120,R196055
R415539,R153460
R282399,R740243
R178418,R413936
R952993,R718435
R517967,R717933
R327459,R734626
R910408,R420587
R804045,R691200
R386916,R844128
R423735,R846706
R203229,R637382
R975386,R592788
R139979,R713689
R678945,R403909
R686602,R861690
R844013,R678686
R820055,R501196
R890365,R903767
R463306,R776372
R659861,R486313
R211691,R904720
R446487,R544304
R784075,R456636
R104590,R196952
R469250,R636620
R309775,R800834
R702373,R892598
R588607,R835040
R936967,R900877
R112504,R184350
R453546,R307070
R432955,R187368
R262127,R945613
R219500,R135001
R926454,R706800
R282415,R395175
R541469,R495506
R578722,R766733
R781155,R116198
R554713,R654903
R777552,R281649
R880457,R132014
R651481,R153679
R306858,R209583
R277809,R223389
R699923,R233989
R132721,R534887
R499737,R440843
R892457,R667998
R220473,R964878
R482733,R829676
R173195,R669085
R102526,R363795
R933190,R598538
R856280,R704508
R639928,R317370
R698821,R868247
R881680,R111305
R653188,R808544
R783558,R309923
R193986,R186696
R206020,R617307
R721138,R555126
R772638,R966681
R222500,R424969
R134255,R711766
R258741,R714365
R737770,R774004
R919731,R945228
R193487,R564486
R497379,R493469
R970854,R990319
R199919,R818746
R555573,R847839
R371085,R306892
R584519,R872769
R693560,R482071
R597098,R554426
R120928,R851983
R846827,R862215
R159978,R524598
R171777,R383909
R432590,R350186
R649576,R634070
R714449,R703668
R487713,R440967
R144829,R210007
R500135,R802051
R600355,R358409
R165377,R199431
R434940,R256080
R113905,R756985
R622450,R908216
R575215,R289799
R205768,R754388
R635120,R548324
R781466,R450672
R490688,R910768
R518710,R720777
R509496,R748556
R136836,R339603
R738000,R719046
R911511,R694451
R332790,R910628
R342979,R777677
R775394,R454127
R235346,R382151
R539922,R367431
R168324,R263547
R138719,R156357
R408860,R803093
R739595,R202202
R934892,R309135
R807209,R720456
R373535,R440018
R548677,R265444
R142890,R327562
R589319,R375339
R647030,R320209
R956419,R307056
R906449,R134368
R384069,R889908
R272476,R909013
R433582,R406408
R560214,R448503
R856107,R765434
R660938,R116919
R559019,R550034
R610822,R524689
R334455,R968115
R736433,R185836
R638869,R494245
R142451,R927896
R950650,R201825
R985623,R355159
R329374,R959830
R684964,R612609
R934143,R551450
R220998,R540239
R913803,R892700
R691390,R894178
R546340,R669384
R146437,R688520
R678241,R249172
R692022,R363827
R230569,R715526
R983977,R706291
R714142,R783330
R879289,R367683
R961788,R851364
R817441,R782404
R598857,R163708
R869948,R450736
R222939,R422942
R659483,R628226
R920391,R665228
R811602,R618585
R780878,R841450
R914513,R142842
R707634,R147879
R612293,R684593
R659623,R915389
R282030,R651573
R941430,R352965
R108455,R933221
R415776,R127126
R725773,R420134
R893076,R314583
R736543,R231336
R840776,R236482
R332787,R501805
R122490,R346044
R779074,R226661
R176176,R735529
R762818,R613551
R650192,R745109
R107225,R491793
R764880,R676538
R277698,R762903
R199573,R161556
R334921,R816440
R365903,R615036
R925503,R926169
R923596,R807243
R949653,R609966
R168801,R215667
R455716,R346481
R192335,R948261
R363960,R139832
R384289,R877276
R887440,R186720
R836245,R868062
R766478,R317213
R538944,R628051
R769113,R961527
R303600,R563144
R731464,R386243
R232829,R750173
R454505,R649487
R330845,R568685
R648100,R351965
R226824,R170329
R519110,R994653
R141332,R819469
R227984,R909498
R144865,R507346
R776316,R875479
R378195,R413033
R567813,R172850
R174875,R261258
R130836,R146704
R700791,R327145
R436390,R547896
R117122,R625409
R519054,R736139
R660000,R351097
R599278,R353033
R842494,R575168
R400914,R845075
R835516,R188390
R470540,R791941
R837092,R119186
R284913,R850662
R977929,R180148
R544848,R842311
R660701,R912651
R598308,R590899
R244588,R469443
R233315,R423085
R434799,R635472
R779830,R832623
R455297,R420741
R969806,R435086
R976538,R645836
R795309,R519680
R260144,R224094
R407860,R924417
R690580,R490692
R983232,R909130
R264942,R471583
R143447,R942936
R687644,R403580
R544038,R230159
R862381,R676635
R186580,R971484
R585256,R674519
R674106,R359297
R670097,R723161
R538546,R293041
R892656,R473087
R858463,R753091
R492666,R822507
R812111,R907869
R729474,R982182
R232808,R192098
R150149,R122218
R897336,R133242
R188808,R591451
R372483,R960349
R764246,R478878
R999522,R164447
R846469,R621365
R214262,R341262
R896112,R556030
R949548,R995839
R920498,R519345
R615283,R452306
R673269,R712078
R378159,R312934
R151906,R862615
R334894,R736451
R560862,R530803
R869179,R930895
R964206,R319695
R450959,R409560
R188676,R257417
R988716,R279192
R789502,R270868
R727533,R551701
R937346,R301171
R805911,R932642
R494182,R162081
R404256,R801641
R375284,R358209
R835458,R628047
R767688,R300449
R222565,R279149
R146302,R340371
R568933,R860394
R657764,R184837
R756099,R308422
R680578,R331115
R629525,R989811
R492472,R128472
R227776,R984673
R485571,R712816
R636339,R929664
R422241,R714077
R903118,R883361
R612044,R829801
R600439,R623662
R658439,R231255
R954671,R324336
R605564,R771671
R963402,R115808
R594565,R193730
R773688,R931878
R867222,R796384
R814211,R114994
R992609,R598370
R628040,R895998
R786536,R601424
R414304,R700147
R512980,R465315
R912750,R695598
R707290,R467689
R607689,R455056
R229537,R373076
R815695,R267704
R835376,R834084
R517142,R943676
R957430,R597220
R147432,R737176
R746265,R433601
R920501,R630865
R425608,R774218
R105558,R117625
R219835,R879679
R570243,R502761
R475866,R692008
R185887,R366977
R312020,R798012
R227236,R664913
R930385,R517503
R788981,R111340
R536006,R223411
R734947,R113005
R604257,R318626
R123932,R696866
R938781,R623381
R463316,R254459
R116900,R255260
R739657,R534519
R602078,R380093
R224397,R509727
R651412,R686636
R974390,R593087
R890825,R783237
R267881,R686513
R878698,R575567
R320593,R576777
R848223,R804387
R315966,R878647
R604232,R434280
R131751,R406062
R600995,R329447
R991127,R467721
R794431,R666236
R897470,R147046
R612307,R409709
R149360,R255979
R114633,R450568
R957234,R759270
R679739,R197089
R308350,R578562
R178473,R635101
R125684,R788548
R682532,R350076
R400654,R980576
R509416,R700286
R584968,R177139
R329768,R842379
R466103,R777046
R119504,R875091
R116271,R105064
R613912,R766139
R799254,R517896
R730007,R294550
R499639,R735507
R156057,R829635
R436159,R854115
R766378,R220946
R868373,R455328
R694311,R232486
R797164,R402374
R801314,R505123
R699754,R263338
R900353,R546205
R314019,R968316
R981038,R833616
R122119,R957066
R341716,R958210
R762601,R537199
R830715,R852510
R802628,R241940
R204873,R981758
R857850,R214566
R843921,R805018
R923943,R205908
R140313,R243127
R712149,R572324
R154635,R823950
R353818,R878606
R239921,R750770
R990053,R347567
R918188,R342255
R768784,R791161
R182759,R228135
R128474,R830395
R603246,R730523
R429257,R154945
R174728,R117624
R471595,R961250
R824454,R814354
R628709,R217269
R508396,R592079
R161906,R174305
R433661,R854232
R131629,R430140
R516433,R395838
R578020,R540894
R146392,R262388
R344240,R247253
R960479,R233444
R679371,R433300
R746934,R520598
R328435,R696003
R379535,R333070
R266358,R801432
R972169,R160923
R529637,R968392
R844536,R877964
R989510,R962117
R707970,R436947
R926685,R652027
R626250,R656327
R622946,R384633
R897941,R338671
R719601,R848504
R695369,R901146
R208394,R515428
R436088,R598353
R925928,R263820
R242801,R112350
R519998,R259232
R594209,R752243
R120334,R197252
R281560,R819818
R473144,R815317
R525443,R913900
R390718,R731850
R200142,R677745
R679096,R781980
R995268,R115300
R294109,R602859
R345577,R901693
R718973,R816938
R767816,R711304
R946244,R433314
R202335,R934125
R471863,R668990
R927366,R984339
R540856,R364437
R167641,R632655
R410822,R249735
R501761,R186871
R726552,R751727
R337128,R111134
R995417,R886477
R839795,R990322
R781775,R886733
R209603,R455956
R382625,R966407
R836863,R998456
R735368,R509450
R911746,R250709
R419290,R800199
R265287,R363249
R824719,R104130
R659506,R868460
R644747,R465896
R521936,R980596
R612454,R899942
R664812,R872485
R657557,R505658
R569019,R306247
R594853,R209293
R104336,R629120
R328973,R129778
R300309,R928578
R647565,R378624
R205238,R191820
R666671,R272167
R885266,R798070
R247010,R878607
R564411,R494316
R353970,R271265
R973557,R534500
R866381,R353737
R961483,R134476
R962291,R477628
R774011,R474548
R449994,R769609
R199247,R753733
R398318,R761913
R902470,R689196
R875878,R473407
R563337,R599957
R474117,R530409
R868674,R915690
R416124,R622030
R994447,R240181
R723626,R676051
R694012,R442220
R709689,R711907
R338779,R658767
R928456,R557497
R945074,R400065
R703588,R396767
R953075,R696936
R106489,R434626
R821567,R866522
R541165,R367284
R851790,R972007
R470560,R695424
R617784,R698111
R275418,R696542
R589738,R607806
R384237,R804316
R685527,R605778
R170707,R473431
R771654,R796630
R921546,R939192
R395410,R349391
R677865,R657373
R667745,R955850
R969590,R274912
R145319,R203723
R597322,R724480
R153231,R749098
R980813,R134895
R677320,R641389
R931009,R111583
R990987,R346354
R164642,R430150
R169311,R290720
R557792,R736766
R113111,R611080
R609306,R341391
R760477,R273764
R801416,R402955
R475322,R823178
R977736,R851005
R894397,R731187
R847358,R843880
R582679,R600274
R721940,R599829
R952811,R869441
R349336,R546293
R623903,R354155
R749348,R471494
R368514,R567305
R934867,R763708
R351395,R536285
R104436,R569029
R391273,R715778
R151680,R382853
R512219,R508297
R705214,R464105
R666063,R879471
R163601,R731337
R955637,R793725
R147853,R300683
R742381,R733107
R193092,R680645
R410699,R790720
R890904,R507344
R590395,R759012
R225032,R401088
R985724,R742927
R549235,R813100
R295070,R775757
R215611,R904360
R905151,R969083
R538683,R311861
R207902,R430166
R337883,R924728
R627375,R286082
R493715,R686172
R726892,R713087
R732705,R322951
R428440,R225050
R583582,R400789
R405312,R659734
R958440,R690293
R948090,R661565
R253465,R802515
R460580,R180474
R654880,R633401
R515687,R552954
R434346,R183492
R682968,R557626
R661181,R430056
R390388,R584665
R947550,R603840
R169268,R264503
R159144,R136689
R400426,R123422
R963785,R611317
R728979,R862206
R940944,R458791
R462643,R621751
R983508,R358796
R327794,R637285
R956581,R320243
R977115,R268183
R605335,R722159
R326629,R702294
R423893,R758546
R322770,R923530
R383892,R300672
R260125,R851410
R880378,R381211
R804507,R626406
R344781,R274235
R667639,R287663
R935445,R786380
R968762,R341139
R379290,R243041
R630997,R328235
R161170,R370063
R231115,R687868
R184540,R271819
R342102,R889138
R784114,R199102
R843699,R717563
R424001,R882865
R545994,R934622
R195519,R577865
R457980,R953129
R457607,R852757
R422814,R835814
R917012,R238889
R169306,R781374
R338022,R986059
R355977,R828739
R908113,R661113
R398360,R609455
R106617,R859423
R938027,R704985
R664066,R870700
R393704,R618880
R598496,R746584
R964354,R266739
R677254,R898099
R225595,R830128
R227851,R729399
R176545,R788235
R347666,R993513
R677472,R966284
R664694,R112872
R474483,R575598
R302864,R805811
R256825,R371563
R181050,R102127
R407747,R348614
R631518,R320534
R665749,R593947
R725051,R706034
R414372,R146756
R888614,R891762
R354485,R396155
R459430,R851076
R913023,R262204
R960408,R960323
R337692,R119268
R367354,R686640
R722967,R599943
R797108,R363389
R796558,R297691
R156073,R132270
R402087,R749299
R223281,R613890
R482699,R548561
R808873,R695813
R326195,R843475
R336396,R435197
R251352,R608032
R952636,R394265
R380645,R689513
R996876,R651943
R195797,R962852
R721006,R390090
R966057,R683437
R463215,R795131
R805742,R137838
R492339,R202672
R919567,R776673
R244962,R999649
R773509,R185006
R573466,R447584
R816028,R343961
R421956,R468426
R900830,R835838
R193745,R425412
R275073,R681027
R535547,R594379
R321381,R117859
R850478,R870270
R905418,R293201
R803504,R212915
R811444,R840716
R706144,R229023
R895138,R556444
R754675,R328805
R700633,R674695
R766610,R829798
R621429,R180774
R959603,R184465
R954887,R365157
R735703,R818501
R847280,R428490
R534645,R568661
R919617,R575645
R746090,R937660
R785694,R322224
R435974,R960941
R460373,R440128
R462771,R891847
R421277,R475460
R567232,R615166
R361928,R283996
R935961,R946746
R830181,R996576
R606570,R402779
R461944,R952287
R684400,R664585
R183425,R488478
R541775,R975014
R188993,R765475
R524514,R611429
R657441,R398302
R880398,R880441
R452361,R521038
R350405,R664337
R550028,R790330
R522230,R797820
R897670,R528740
R645289,R850360
R413996,R938280
R531616,R353742
R970025,R827653
R413143,R397114
R835445,R175226
R793707,R328215
R730890,R144923
R563071,R253936
R942809,R104784
R904346,R561068
R487050,R386536
R235819,R911848
R498351,R607756
R759158,R480385
R152897,R123466
R797138,R864537
R932123,R587671
R344581,R470192
R304544,R453753
R287142,R841986
R900399,R100972
R939355,R982460
R744448,R459181
R157824,R247071
R660681,R852923
R200356,R954593
R719424,R676071
R850771,R151668
R383315,R301591
R314556,R446360
R566138,R843879
R771952,R143701
R262514,R573078
R971660,R549791
R521063,R712746
R313692,R853772
R940219,R296170
R593150,R997160
R721090,R785438
R149979,R386661
R434842,R159524
R590464,R411024
R316463,R925721
R920817,R360382
