R715531,R967891
R415113,R614924
R837171,R564585
R788945,R184536
R835400,R178303
R547419,R610051
R108943,R935870
R859879,R506683
R901986,R109118
R483165,R416830
R387607,R445841
R480201,R780965
R711334,R439375
R699027,R485183
R338478,R895385
R266488,R597860
R331398,R633787
R922096,R107784
R258165,R248832
R771339,R657575
R995096,R159142
R603529,R428840
R200443,R302036
R938499,R801695
R287367,R583296
R821850,R108400
R264020,R423817
R532019,R745285
R279837,R588895
R705345,R905584
R236115,R428630
R357162,R203067
R434815,R182027
R944719,R103066
R161855,R846419
R512898,R497434
R641675,R586936
R397886,R964039
R532606,R590293
R199734,R853586
R568007,R868997
R703636,R504953
R781994,R101442
R609037,R490143
R971349,R746573
R277416,R423492
R238211,R378152
R674604,R999518
R697635,R932864
R449493,R693233
R275478,R706255
R581373,R849527
R241736,R236668
R168695,R327708
R211000,R586918
R192314,R530699
R849338,R220069
R132519,R455328
R889997,R327761
R159506,R976349
R396112,R483015
R259114,R631029
R467861,R687349
R298225,R182979
R867631,R329570
R926070,R771421
R353755,R816316
R155078,R158467
R901486,R487753
R267182,R133124
R485683,R314929
R233895,R130566
R559437,R491452
R738557,R341298
R528042,R744203
R922843,R206994
R210715,R135766
R421079,R172835
R123239,R350579
R434251,R776862
R332221,R949889
R734424,R627444
R284627,R158515
R182198,R572833
R850190,R325241
R918596,R158809
R684575,R461305
R331099,R357015
R142548,R137039
R462954,R551271
R551023,R553001
R996723,R544752
R174889,R872904
R172217,R960956
R614273,R995082
R710877,R340842
R367215,R429723
R102511,R825634
R671452,R459486
R127488,R893571
R863141,R331551
R339382,R990768
R800351,R226153
R964072,R895061
R819704,R995242
R821433,R538161
R807285,R621625
R670406,R715003
R289980,R803454
R792050,R602003
R306676,R601155
R907580,R716332
R332686,R395603
R494050,R435330
R260051,R154026
R395454,R770800
R371694,R427949
R383551,R720616
R928003,R520687
R188762,R754831
R769019,R977030
R195818,R538970
R891547,R341644
R152143,R995240
R824337,R661526
R568757,R395298
R968281,R527655
R288954,R562935
R741805,R531058
R169556,R363907
R556737,R565240
R628954,R429016
R378892,R585447
R539161,R293546
R500611,R129158
R145471,R903866
R744973,R650852
R443690,R541500
R258323,R795312
R955199,R992119
R945235,R247007
R434937,R834761
R490011,R315822
R940422,R685105
R799707,R522344
R915071,R444909
R772671,R452653
R501003,R822415
R159067,R757718
R831638,R509636
R373961,R273557
R137002,R185189
R231970,R622802
R952005,R599043
R853296,R851954
R249503,R708330
R744025,R156501
R955634,R774697
R501916,R674623
R780429,R806457
R784655,R595971
R936515,R962043
R999849,R185246
R788598,R188970
R452233,R184814
R352426,R407642
R842992,R726558
R732431,R589379
R408054,R232296
R474518,R396897
R429853,R884661
R315066,R476009
R226618,R240864
R983278,R341528
R768881,R951548
R445472,R764714
R584491,R467913
R434994,R164743
R712536,R250208
R676549,R281337
R577285,R364037
R880212,R270424
R774187,R531476
R977758,R974747
R719473,R882233
R288127,R984652
R875100,R363258
R357541,R961719
R654758,R150043
R226037,R597502
R287490,R599074
R187278,R351746
R602653,R548946
R404877,R111709
R839081,R761975
R490804,R512187
R183237,R912386
R943558,R743011
R876531,R992745
R179343,R166279
R137931,R240677
R545829,R482596
R254648,R901078
R881797,R147925
R519070,R837348
R685015,R394124
R668528,R823556
R832250,R504985
R145851,R371397
R421574,R530841
R740708,R286987
R600481,R372551
R856957,R122502
R312966,R733949
R530558,R359357
R425791,R110085
R376289,R131373
R598288,R227728
R874421,R411323
R259348,R246683
R555546,R896837
R867143,R245191
R102603,R528694
R608121,R428589
R630739,R553831
R508779,R655370
R978755,R372982
R937375,R141183
R270944,R746648
R340822,R990527
R875216,R867599
R353082,R578798
R242368,R999130
R260710,R539921
R707895,R876675
R325749,R897283
R364877,R190814
R115486,R777455
R547244,R738873
R498196,R560075
R409697,R120861
R561785,R446800
R109109,R350192
R635230,R660227
R366184,R269487
R194352,R263713
R896064,R209345
R222370,R721146
R259932,R105374
R202551,R574212
R519242,R595646
R700705,R443302
R742624,R231323
R515804,R153772
R664994,R526654
R246691,R896507
R786815,R485408
R724192,R717942
R324743,R137499
R817548,R668797
R751749,R554936
R486168,R155316
R274188,R536966
R522225,R170971
R555379,R106022
R238466,R967662
R300190,R194850
R856895,R748860
R478242,R117360
R167848,R312215
R768949,R995104
R676673,R378831
R901170,R381032
R743659,R592440
R476769,R988716
R989094,R175615
R334547,R844720
R157550,R371291
R234143,R398184
R860745,R221073
R938620,R601416
R664030,R462226
R968357,R872366
R830543,R374537
R149636,R765467
R644149,R850421
R467479,R541428
R619350,R100841
R701813,R750781
R182133,R263862
R784564,R249166
R421425,R703489
R790152,R898900
R246188,R329481
R329692,R345153
R712999,R323507
R621376,R294792
R869585,R667164
R327830,R667171
R669022,R847755
R254511,R240423
R341253,R327060
R866313,R650789
R209210,R512247
R186890,R977886
R368285,R813187
R258086,R845308
R647140,R729075
R711288,R408401
R293233,R826060
R124551,R441787
R977509,R636275
R681626,R193252
R366038,R430060
R820394,R364602
R654009,R602565
R964240,R465680
R225316,R583700
R969274,R811244
R882399,R660873
R685194,R816354
R588158,R713895
R742283,R919716
R875074,R859337
R450390,R892611
R833978,R597811
R435181,R238220
R915372,R638743
R539339,R546383
R990441,R322025
R427187,R327377
R340788,R305224
R766449,R498844
R330111,R840626
R750296,R647650
R356438,R776158
R529384,R386209
R173126,R154226
R751324,R930610
R998125,R824747
R564161,R351686
R923874,R830522
R475151,R873480
R964233,R887023
R560712,R521776
R334277,R578704
R989097,R685366
R505985,R398180
R178472,R905729
R906888,R551581
R105492,R258157
R667085,R472434
R604291,R102517
R199391,R675316
R487530,R880048
R747026,R683378
R396330,R331899
R318989,R900982
R415777,R469583
R849830,R614689
R948182,R172163
R493265,R807044
R893136,R974820
R810776,R663908
R985356,R300918
R981064,R922086
R125681,R615262
R158956,R196155
R988721,R717144
R841610,R647535
R375889,R100805
R620699,R668910
R491576,R270034
R314305,R831664
R715785,R568522
R397381,R460463
R152713,R352629
R744091,R904904
R107554,R728081
R803616,R556801
R566341,R839508
R470985,R902881
R405153,R563010
R802263,R663912
R777566,R273105
R809005,R100132
R882582,R929776
R261807,R146777
R918979,R345549
R261724,R227406
R744328,R829821
R832624,R503828
R482164,R512749
R403692,R108111
R341923,R951437
R400225,R580216
R757713,R219798
R552953,R896435
R811448,R380235
R339014,R563085
R162607,R222618
R452593,R428002
R499245,R570740
R407050,R402089
R422687,R842035
R252890,R881063
R992860,R648775
R411981,R756367
R297120,R917961
R234958,R817556
R545367,R124819
R158833,R350065
R457687,R210855
R346281,R100930
R719014,R444212
R642850,R876822
R247999,R886087
R969666,R403884
R632169,R255360
R478219,R805331
R392894,R634312
R363704,R439418
R176153,R426421
R397519,R353001
R435364,R290468
R909739,R753436
R187689,R592041
R299938,R720350
R956409,R745676
R353361,R794184
R673114,R203788
R376595,R458293
R646760,R215306
R875739,R775968
R238787,R521249
R634174,R311575
R715298,R756776
R373651,R321164
R687397,R948273
R342337,R484628
R100343,R824701
R802901,R706167
R482825,R206219
R147243,R536829
R202413,R567952
R102150,R516611
R669845,R754662
R971547,R596421
R602429,R194664
R693564,R561483
R620575,R585301
R993012,R769420
R860573,R774900
R183980,R116540
R297762,R769648
R353615,R222065
R868829,R486580
R513210,R525157
R376051,R463851
R601121,R932647
R200650,R306158
R183927,R967378
R719984,R291068
R390036,R842265
R604830,R895204
R318339,R355077
R325633,R427887
R160546,R352182
R134620,R819189
R812464,R488581
R234887,R599360
R199426,R655613
R558213,R541886
R887735,R133957
R598792,R759268
R154819,R819854
R768448,R707648
R255466,R414512
R306570,R473487
R170140,R805114
R979487,R359144
R879861,R231120
R723599,R834811
R199721,R376037
R866699,R775556
R276267,R639062
R740834,R456182
R780803,R561114
R785550,R387028
R179582,R429611
R775036,R720950
R128712,R327909
R246187,R754752
R708090,R151882
R813000,R377398
R652507,R643861
R477241,R291812
R113024,R108158
R553272,R135217
R453339,R541001
R107600,R834781
R949496,R131658
R871028,R972415
R779757,R368883
R253785,R698279
R830131,R706242
R247768,R438670
R599883,R301882
R830133,R893326
R588002,R787120
R843031,R105302
R124701,R800976
R201087,R940105
R466026,R802701
R313636,R420124
R531413,R284898
R967631,R587333
R742656,R148589
R345027,R380398
R798895,R765633
R649390,R278030
R783223,R440704
R324140,R194227
R748389,R922467
R828250,R130169
R575105,R742139
R227130,R845943
R308710,R906318
R854438,R537649
R926022,R874638
R377372,R481877
R265488,R427609
R512640,R482681
R642680,R526093
R346194,R807097
R541608,R727830
R982206,R896686
R643671,R926993
R166713,R883874
R884534,R759326
R344450,R386029
R825863,R856411
R508106,R346315
R511466,R894136
R315706,R181575
R782789,R771044
R241781,R495857
R900563,R668105
R220018,R979645
R525074,R749376
R884102,R472904
R242453,R345751
R910274,R419165
R523431,R426568
R362201,R351303
R240585,R609348
R506658,R852320
R614811,R569998
R268835,R226226
R823164,R663731
R706306,R555157
R675074,R616089
R848977,R603179
R749816,R212296
R426297,R136926
R868185,R227982
R849519,R164273
R766785,R397919
R889318,R451037
R794643,R243968
R720294,R308896
R294553,R679544
R714051,R190421
R945234,R146064
R824634,R210109
R506767,R720746
R681104,R233037
R782650,R713460
R688400,R197328
R709921,R623194
R849088,R242940
R641272,R518927
R653932,R320673
R187216,R743228
R232451,R286962
R462627,R714073
R761244,R928080
R238635,R655821
R555299,R504580
R381162,R540936
R481148,R557700
R241282,R112238
R932953,R924708
R306829,R817835
R582854,R206995
R218982,R961748
R807060,R170560
R179695,R584143
R428823,R209816
R702902,R105502
R271707,R541576
R130689,R771154
R693671,R595921
R756098,R834801
R109361,R790199
R612905,R124903
R593713,R117061
R347702,R598712
R481317,R604297
R642510,R437221
R470267,R529579
R659681,R899062
R991243,R727352
R340753,R569918
R238862,R335893
R518594,R710359
R910520,R195545
R881229,R420415
R678097,R319728
R459445,R203653
R901353,R918572
R209004,R388742
R672866,R598211
R744568,R502941
R496006,R682540
R270540,R606408
R788667,R346585
R478676,R356921
R664177,R716289
R588334,R738524
R797109,R475819
R289280,R287540
R897687,R408988
R820944,R883517
R945597,R593532
R804697,R463565
R183131,R621054
R941748,R119318
R991210,R331944
R395110,R880339
R216755,R434888
R802517,R102869
R527774,R247907
R395339,R862833
R157631,R196394
R114927,R379016
R480076,R784761
R483579,R792506
R298544,R220389
R136233,R991231
R789193,R633070
R751516,R367214
R354191,R851729
R912130,R702832
R936224,R726565
R384943,R390333
R337414,R112985
R163763,R461020
R230530,R325140
R488982,R754071
R821585,R706339
R897751,R234565
R474513,R884092
R106475,R578686
R362706,R216676
R920748,R964477
R582048,R916588
R235140,R986599
R795014,R899905
R453022,R939209
R674399,R660121
R265917,R690912
R115342,R941502
R569946,R348678
R976721,R825589
R643136,R380791
R619857,R224663
R225825,R807170
R614325,R428679
R654191,R140726
R748658,R749179
R365606,R610917
R683226,R243388
R616776,R765882
R962542,R210491
R470485,R856330
R845703,R370889
R383963,R638307
R188026,R320639
R332825,R185577
R996176,R514940
R136442,R387015
R101180,R979193
R967634,R847983
R191159,R385862
R781093,R574769
R522315,R777154
R968741,R532835
R409996,R232855
R782077,R119622
R389116,R436402
R705822,R146590
R403208,R990502
R271652,R319946
R793987,R286023
R580773,R103604
R217163,R535630
R932935,R865334
R785162,R172955
R740410,R989086
R196887,R711142
R569915,R774094
R564013,R884797
R925264,R723585
R947718,R478585
R674710,R646643
R841121,R712664
R154493,R186616
R334698,R235514
R767874,R253921
R990148,R559289
R419079,R917426
R376428,R406022
R526070,R974442
R175398,R503787
R392422,R762477
R724618,R428701
R911278,R879675
R918480,R569562
R695693,R590132
R644119,R746098
R665424,R133868
R594685,R867962
R909674,R646133
R499264,R857030
R833149,R451226
R343846,R559059
R274532,R932176
R605128,R243279
R423314,R723310
R917458,R946780
R975546,R900974
R582621,R302802
R699999,R659742
R648138,R258367
R169654,R721352
R494008,R175800
R382359,R145633
R457539,R107686
R441841,R949779
R648839,R552062
R596215,R672207
R568944,R196737
R229940,R806650
R786323,R265638
R629596,R838160
R622514,R336097
R203698,R554912
R327222,R423471
R892513,R409426
R502806,R613250
R509455,R448835
R521207,R953715
R484650,R969322
R228265,R180945
R489655,R421364
R638245,R469357
R119274,R682446
R976725,R964288
R337358,R572657
R181429,R681796
R823393,R567674
R873443,R535810
R443505,R652741
R668345,R208055
R548267,R268803
R379165,R568396
R492509,R335866
R355076,R956255
R990833,R503430
R797110,R569366
R320989,R113631
R886685,R925019
R719460,R519039
R231518,R786446
R618833,R160150
R365317,R817042
R273657,R133682
R434306,R153566
R808296,R812704
R696199,R693476
R681558,R642433
R171204,R422308
R253120,R291485
R575088,R913020
R113678,R266701
R343228,R405947
R888859,R121316
R752571,R930706
R645419,R172530
R784951,R611702
R648553,R729095
R620536,R642473
R875142,R334395
R350955,R674242
R653300,R866302
R901383,R212497
R524844,R370514
R297309,R287677
R464089,R561371
R975939,R234416
R534320,R803120
R819834,R681041
R810315,R122124
R184285,R615771
R867325,R133959
R654815,R616607
R614475,R247115
R646848,R994801
R800460,R700481
R641904,R580283
R277825,R516268
R809333,R784592
R397523,R116094
R454888,R332874
R896669,R288491
R175011,R955697
R618855,R915018
R690061,R778631
R854371,R785690
R217190,R605320
R555979,R132597
R504477,R134140
R759611,R742326
R113676,R254681
R243493,R514683
R881099,R491463
R684224,R315498
R229123,R264120
R877779,R940497
R216515,R428251
R659628,R964801
R891572,R522368
R641117,R488767
R105182,R533630
R712327,R750903
R140888,R209261
R957995,R246476
R348351,R412880
R902248,R286961
R783471,R277782
R926529,R770067
R907185,R370245
R324351,R250639
R644044,R683117
R757574,R432443
R872657,R188910
R538237,R940484
R992328,R813542
R593332,R278488
R948226,R154263
R477216,R638344
R621854,R928667
R209477,R624572
R304254,R354729
R484162,R964897
R100749,R752194
R896489,R480427
R824962,R838310
R484619,R390348
R802615,R447040
R410628,R558403
R563913,R374862
R163798,R230987
R673684,R294789
R916514,R531966
R312080,R922405
R815714,R747509
R396728,R898759
R400073,R637479
R864764,R534982
R596560,R890517
R686914,R971270
R226496,R173129
R452442,R441124
R912980,R774100
R703832,R311332
R727203,R292066
R262389,R534080
R361448,R676239
R913736,R315391
R750880,R613293
R576708,R940250
R286792,R227431
R250839,R284430
R876072,R717925
R384926,R161327
R682705,R882166
R120323,R545449
R713521,R648231
R798992,R543974
R183457,R887086
R765137,R961507
R219755,R594762
R875023,R757120
R104879,R731952
R424395,R169132
R892155,R400771
R226502,R434606
R838458,R215315
R388043,R727556
R275261,R251997
R334634,R209012
R514911,R546082
R331727,R709115
R118708,R238365
R342145,R258952
R487441,R727255
R526066,R707727
R321252,R194128
R605237,R752070
R983397,R783011
R797450,R953462
R724401,R986714
R727341,R917394
R657870,R934856
R294469,R629677
R419623,R788451
R690482,R134044
R325533,R776188
R767298,R335458
R506220,R581118
R309044,R427791
R246637,R413748
R275707,R913789
R733037,R939974
R932012,R934455
R191825,R257541
R644548,R898105
R973223,R841929
R959966,R991743
R611849,R765719
R858661,R330234
R752820,R243258
R546084,R368863
R599897,R625949
R858025,R199536
R499053,R195081
R178766,R717145
R207696,R383943
R253314,R756787
R553257,R892746
R497375,R823120
R649851,R679482
R169737,R101121
R618311,R823348
R770666,R245308
R501716,R774570
R262278,R747770
R325478,R356374
R681174,R340249
R614439,R629552
R101271,R843096
R348178,R389444
R963080,R272541
R641259,R376181
R488417,R253834
R169567,R596924
R916078,R947896
R971399,R264793
R319029,R396837
R714014,R154859
R165185,R408340
R409857,R392220
R663899,R291978
R650661,R814252
R425110,R205392
R702097,R454150
R603799,R437163
R136371,R127476
R742455,R301862
R284390,R796929
R946156,R563805
R295024,R901140
R479683,R254148
R642493,R794311
R217892,R839365
R988379,R743339
R870347,R596189
R300232,R447745
R927940,R533843
R524296,R144709
R314175,R575547
R805645,R241798
R155349,R658045
R456263,R635420
R357024,R241827
R665749,R297528
R711036,R308638
R988139,R100782
R693514,R166933
R571169,R110988
R977128,R102895
R724934,R536082
R858932,R111141
R234162,R332310
R995856,R963303
R464659,R978215
R790950,R510663
R189270,R667970
R332937,R938020
R872837,R392386
R307490,R287125
R357532,R498134
R499986,R612652
R978026,R891275
R223762,R843322
R294048,R307070
R105466,R294319
R213448,R246267
R662466,R377638
R934842,R442148
R135156,R799698
R348930,R516834
R456400,R158916
R761551,R907487
R962974,R687865
R224479,R623857
R890008,R601107
R755697,R309258
R713421,R824876
R549665,R505404
R924776,R904767
R671681,R143558
R588371,R282628
R411771,R256484
R443999,R735244
R760160,R457500
R402946,R763457
R770849,R282778
R729250,R714513
R467303,R957472
R856490,R328926
R788160,R324768
R374739,R466072
R640784,R985616
R100616,R629933
R806044,R294860
R194047,R333764
R810195,R239403
R554012,R724990
R519154,R742673
R563903,R910896
R860422,R377587
R309407,R927485
R840986,R310442
R916392,R200851
R111263,R962333
R235646,R958676
R908109,R548206
R560537,R563410
R727653,R334206
R122920,R155762
R121385,R716798
R161166,R204821
R566343,R112634
R163589,R985428
R357101,R300079
R815834,R785960
R226400,R349143
R570882,R961697
R856294,R243323
R682989,R429053
R495806,R223578
R514553,R642077
R853491,R713352
R722484,R990702
R184015,R292164
R960786,R432136
R996336,R815905
R704738,R286675
R413911,R486634
R990125,R864709
R653952,R304409
R781346,R504270
R259516,R514825
R847777,R649043
R979655,R291075
R924784,R586152
R468261,R292975
R762191,R286187
R898654,R819110
R533276,R971099
R731073,R883972
R980706,R267525
R783778,R274470
R621571,R198601
R280981,R330711
R850281,R530180
R325950,R938233
R223579,R931839
R283791,R426798
R887351,R616425
R948285,R176036
R568436,R900478
R882583,R577633
R946244,R139345
R123217,R960608
R666205,R513836
R693292,R615881
R770168,R256298
R368243,R109239
R502460,R932251
R999668,R231642
R296612,R856714
R137109,R552745
R681808,R556811
R496983,R676062
R179438,R788309
R387080,R959034
R446210,R882719
R276248,R167374
R977381,R232162
R748666,R277250
R528281,R750223
R750257,R611188
R827642,R225706
R821459,R691044
R651645,R237653
R761692,R942760
R395604,R959945
R298014,R821576
R716961,R908273
R747436,R190400
R633166,R486268
R536531,R118632
R101430,R348452
R684327,R628675
R222243,R126137
R465257,R307631
R953909,R442629
R556859,R348840
R466103,R483300
R395749,R784149
R691663,R377544
R469241,R396936
R731431,R351689
R336899,R123373
R406127,R595575
R918518,R115325
R333074,R231944
R750851,R796891
R943532,R136329
R113684,R994754
R587544,R815055
R294146,R271676
R596879,R970352
R146925,R361476
R607610,R843384
R830828,R368153
R788514,R912624
R800031,R521799
R524976,R222384
R323015,R472968
R933334,R979746
R107999,R973885
R468668,R643920
R655372,R131459
R612352,R838055
R337754,R179772
R966756,R454414
R431424,R734262
R915210,R130983
R182927,R487034
R102467,R867531
R544186,R625931
R757405,R784942
R878276,R682230
R414264,R188382
R690986,R574409
R564146,R608953
R499814,R695597
R805221,R121635
R531231,R412955
R719491,R592246
R571239,R665915
R556259,R316398
R112776,R818187
R445129,R956229
R413085,R579758
R258303,R380482
R750469,R864189
R250770,R528215
R205833,R705747
R993674,R990723
R908447,R447169
R182432,R617981
R588011,R941090
R915383,R129688
R595523,R742908
R177028,R543696
R928166,R486705
R942887,R514945
R414718,R907400
R696593,R797171
R148918,R125542
R273547,R935200
R985161,R447031
R454313,R770761
R430288,R479342
R207259,R904610
R981258,R184608
R335444,R909445
R779937,R338706
R377431,R789059
R255877,R122598
R434184,R232075
R503331,R455654
R272420,R625075
R629825,R587856
R493521,R754347
R932367,R431684
R616070,R481480
R934054,R700084
R413850,R132558
R276067,R310616
R378384,R544494
R317270,R203706
R402600,R290495
R719021,R733259
R406531,R691232
R146746,R514958
R882168,R540042
R619911,R483237
R445334,R485443
R316679,R409163
R322399,R723790
R387464,R559188
R489663,R992861
R337838,R448414
R842223,R788580
R548201,R377495
R220269,R821289
R912485,R404891
R331845,R725902
R928461,R502189
R523981,R567638
R452255,R404790
R459823,R228507
R114779,R908777
R415638,R756453
R630422,R999048
R468036,R311532
R352083,R202169
R864868,R223153
R206117,R668387
R822574,R777913
R156700,R880343
R369596,R623033
R593597,R917082
R410046,R653172
R737392,R782908
R870683,R125842
R767623,R349306
R483793,R717680
R906313,R166074
R972953,R966670
R754601,R140702
R212822,R144230
R814606,R773561
R135579,R271646
R881495,R101912
R684890,R941657
R432382,R131940
R524536,R610804
R123560,R337165
R383911,R109149
R125241,R772963
R240540,R467265
R715639,R493064
R424133,R617291
R118123,R991260
R539949,R967601
R100406,R333812
R867721,R899558
R904004,R976350
R137128,R392866
R188168,R252062
R717537,R695207
R270142,R160815
R472691,R675874
R485710,R197360
R910363,R978141
R922498,R976755
R300208,R441129
R630486,R918364
R291017,R175245
R590823,R347988
R243052,R338578
R668634,R902855
R277864,R772437
R941606,R128370
R477265,R617898
R241527,R295467
R798951,R873287
R986092,R467458
R551085,R730202
R941652,R115769
R523149,R276683
R357781,R726618
R356777,R465892
R372911,R617270
R925917,R213408
R523240,R467670
R554134,R152313
R152907,R168219
R316972,R823752
R631541,R454942
R230941,R456809
R920263,R910777
R803811,R291945
R884202,R927127
R691745,R379777
R526779,R439890
R793117,R641622
R738072,R927015
R827047,R489470
R651214,R120914
R378870,R642909
R781759,R666422
R747910,R541968
R138239,R965573
R723752,R974293
R606760,R529273
R568945,R695774
R444900,R778260
R717263,R770471
R104230,R265549
R484414,R737539
R638561,R709874
R750286,R919784
R759699,R997570
R164059,R176672
R979672,R272924
R679051,R554732
R605209,R988915
R315626,R930527
R138824,R280699
R888188,R499180
R752997,R311853
R353808,R869799
R597419,R345250
R315638,R236954
R988590,R397286
R536902,R228913
R682232,R514469
R277090,R383142
R893767,R558671
R173235,R319093
R835604,R253297
R801632,R839234
R328432,R595548
R257601,R951393
R997884,R974000
R743696,R530629
R338044,R203853
R132793,R319752
R317840,R426269
R589389,R341954
R370073,R957600
R369071,R681379
R372657,R386220
R773857,R807645
R993775,R543745
R147155,R686129
R779662,R583395
R107507,R542659
R460326,R434590
R464464,R756316
R919874,R808138
R258612,R612512
R136988,R114579
R545328,R356340
R518754,R991806
R578135,R519514
R768939,R560693
R513355,R842160
R248670,R729613
R382390,R425322
R322019,R204296
R261655,R243508
R825061,R604163
R386021,R291005
R755006,R198169
R988186,R618834
R542798,R508079
R122441,R451672
R654587,R958620
R927328,R129571
R602448,R359075
R317145,R533460
R319126,R558487
R892702,R202251
R422964,R403378
R648113,R327255
R783403,R426197
R834360,R446794
R151693,R764289
R296596,R892786
R943693,R609900
R276525,R363434
R459796,R431906
R222034,R785156
R580308,R875586
R682161,R896078
R569243,R368526
R370796,R993450
R120295,R844257
R236719,R275474
R248077,R414812
R326273,R564750
R950990,R807085
R233920,R763081
R440621,R649112
R706886,R866293
R533780,R784862
R599292,R720314
R966564,R440241
R528275,R680455
R329785,R390243
R980280,R484315
R955442,R321320
R820608,R345313
R681891,R762428
R135190,R807482
R572409,R951958
R698455,R919793
R410487,R491529
R289857,R158890
R984414,R222293
R470751,R682622
R295287,R960253
R658746,R181189
R297660,R966358
R120094,R517121
R658140,R541664
R832701,R350728
R339276,R536026
R555145,R842097
R122917,R367915
R823177,R926528
R483368,R456291
R264286,R736788
R238218,R480736
R373590,R434875
R431795,R380967
R249885,R827144
R239079,R792281
R565474,R227561
R747410,R481518
R673221,R853095
R800568,R242886
R790019,R558184
R410391,R561822
R265176,R555682
R743107,R988346
R321015,R345601
R806088,R668455
R186571,R292245
R645327,R745647
R342585,R379623
R930147,R699781
R379625,R895480
R760752,R230174
R883036,R594346
R117227,R163762
R775460,R540780
R710538,R297878
R336518,R586196
R913466,R340947
R228079,R301034
R501347,R920600
R224037,R404198
R512721,R183682
R587784,R172840
R442866,R629426
R254802,R516777
R840559,R520317
R565594,R214955
R287514,R996876
R163271,R590106
R481538,R961271
R278729,R325122
R735634,R440013
R414648,R606661
R957650,R968082
R598789,R293461
R210204,R677140
R444161,R722865
R148792,R271247
R789098,R570615
R529962,R142094
R788912,R864465
R906892,R102792
R601105,R194819
R477992,R442961
R898016,R405182
R853769,R701870
R565356,R571263
R355854,R997836
R709117,R126687
R673892,R209037
R521634,R476180
R318002,R429077
R469279,R291096
R471255,R233630
R944967,R492362
R298274,R723567
R272821,R849961
R369362,R504319
R606810,R441613
R599915,R420097
R724828,R809531
R281955,R493488
R439463,R581680
R765580,R264219
R845840,R109646
R368390,R224730
R264993,R845824
R154140,R642141
R184306,R654182
R730378,R965666
R617476,R393258
R861317,R815152
R611152,R660841
R822589,R693327
R325346,R689008
R342522,R360326
R980538,R809849
R222127,R652151
R350466,R860172
R110250,R690835
R169428,R276077
R785192,R439814
R497200,R607196
R519520,R155288
R124872,R140107
R372953,R635295
R231879,R650291
R827985,R694421
R336986,R694028
R531071,R333793
R984368,R584969
R697598,R376764
R923141,R117728
R799479,R243492
R318942,R937878
R263410,R119294
R229097,R548812
R781926,R356540
R925870,R364681
R143649,R512967
R572834,R202570
R455269,R728961
R474758,R705271
R725403,R900484
R812068,R117757
R122070,R499144
R885114,R277570
R470313,R495864
R821516,R338107
R598036,R423646
R184346,R155296
R264926,R130479
R224831,R696707
R262719,R387324
R338767,R441839
R439465,R439016
R503016,R613498
R614232,R437364
R441464,R203121
R672121,R371147
R755407,R703859
R420038,R814508
R166274,R707462
R840228,R782920
R378853,R639824
R982938,R267335
R263796,R847714
R528700,R300728
R787470,R763672
R271378,R811890
R715752,R877688
R126532,R924161
R854056,R466940
R480460,R776984
R698942,R142663
R124594,R628380
R333366,R151055
R392953,R410921
R129791,R453674
R239625,R781360
R318727,R926540
R727403,R435179
R776821,R952508
R736519,R859526
R647933,R573350
R370872,R532733
R857091,R141711
R360456,R593581
R130047,R468442
R206618,R892594
R873735,R532006
R225191,R816530
R999820,R343671
R584944,R106548
R441971,R926421
R600250,R589224
R526042,R439056
R309251,R145951
R833494,R632113
R168881,R757474
R509449,R887698
R467451,R693822
R755266,R973536
R680270,R396648
R452038,R438591
R780629,R294788
R621563,R235451
R796667,R877057
R353043,R972681
R772368,R770855
R900443,R475430
R856092,R598567
R966922,R220540
R524210,R585559
R157534,R799048
R624014,R432625
R570756,R723682
R658731,R519591
R662692,R620226
R916640,R552455
R843404,R400475
R796952,R994110
R596850,R628132
R457008,R858730
R197368,R739442
R279576,R783500
R776857,R992138
R766268,R731613
R513441,R573593
R865698,R788041
R628208,R564770
R959535,R544886
R594225,R492610
R209205,R975991
R935230,R452956
R150056,R495844
R367106,R202548
R776995,R658964
R744051,R950730
R939698,R181087
R618985,R657118
R237746,R396272
R930360,R388775
R196352,R915291
R298185,R344968
R400366,R935163
R249117,R939360
R624472,R496113
R491752,R419687
R839648,R307577
R507036,R297305
R689220,R560614
R420300,R441807
R337800,R267067
R851981,R686744
R210027,R566734
R434001,R179158
R987221,R693755
R327843,R844931
R774152,R738830
R466205,R639389
R814958,R757146
R309666,R755278
R142354,R288484
R275959,R967847
R960950,R984198
R341642,R160475
R649500,R749400
R356015,R790390
R193580,R226540
R617259,R829475
R239506,R982054
R499015,R486793
R541262,R624140
R346924,R448676
R540101,R724598
R799019,R546962
R968415,R566579
R267408,R324957
R135102,R224255
R398502,R982973
R749766,R741136
R829165,R107835
R416754,R489627
R896455,R675502
R349689,R899741
R132184,R687004
R693606,R759626
R938684,R901556
R842974,R861884
R126332,R442267
R781124,R165263
R344731,R241955
R291452,R710686
R684955,R846226
R782597,R456384
R328075,R303702
R828587,R773990
R892607,R112367
R473770,R214010
R282650,R437217
R840828,R849582
R624583,R153866
R350503,R924588
R145823,R957039
R107476,R259855
R535250,R623109
R371987,R742337
R358133,R448361
R999459,R889531
R967792,R124566
R632679,R394722
R455453,R524257
R348787,R279120
R180925,R168959
R642322,R640952
R865601,R341378
R803077,R570599
R531336,R773384
R527537,R564542
R561898,R391319
R410696,R614501
R961451,R661303
R185730,R664501
R997833,R576623
R471106,R598739
R201243,R726235
R202847,R131078
