R383696,R154250
R656667,R199177
R451071,R974777
R624722,R548682
R798774,R268083
R633915,R750184
R859928,R297044
R328581,R206320
R774561,R639273
R428572,R414484
R394325,R283906
R214439,R764911
R310746,R341272
R143873,R797487
R620424,R972650
R444811,R274449
R329961,R144154
R729394,R211767
R730465,R482973
R211613,R862114
R665291,R613551
R841544,R572141
R588034,R113475
R153413,R529315
R592774,R798622
R722648,R881860
R747494,R661136
R358492,R226113
R795843,R492601
R916508,R164036
R167131,R895245
R751620,R269950
R675923,R319796
R581127,R182084
R482889,R646490
R935223,R497319
R604196,R525942
R253699,R224461
R887987,R946299
R410992,R454099
R185633,R367999
R484976,R592512
R978390,R624402
R147923,R569445
R813540,R697645
R530619,R249125
R994793,R868765
R721251,R342120
R314586,R869877
R582087,R415760
R738874,R836094
R125177,R987285
R811710,R159965
R239764,R274625
R717598,R809432
R972713,R798598
R838861,R200267
R153366,R941599
R117830,R157832
R952749,R668934
R979959,R484620
R369774,R255061
R470762,R579234
R347035,R797542
R760544,R283013
R843881,R277333
R170812,R539412
R222466,R365162
R256765,R931921
R167908,R715847
R529584,R467845
R981385,R227834
R112780,R473451
R456621,R337791
R911232,R696560
R826147,R355550
R327948,R275823
R656440,R299373
R213286,R810372
R367529,R927831
R407835,R899578
R652928,R339616
R459697,R421552
R617527,R189120
R604993,R575430
R456420,R864883
R271183,R189672
R473476,R877917
R727582,R351397
R171375,R674594
R474945,R250714
R726364,R336477
R785572,R822542
R866453,R790709
R654348,R632741
R947244,R113232
R721304,R597197
R773048,R545231
R885195,R230081
R376203,R628440
R654077,R383906
R966246,R693640
R446260,R555892
R824981,R500777
R879198,R115453
R930066,R112803
R638026,R487116
R814018,R805454
R774383,R768444
R542507,R425891
R266048,R492402
R662369,R875830
R727168,R671193
R787230,R780667
R205584,R598931
R413361,R648482
R215656,R670989
R604876,R816484
R552992,R306770
R506058,R181108
R587476,R471940
R772777,R935447
R360286,R240558
R449972,R982879
R304002,R209176
R117765,R289567
R336580,R137954
R534761,R406763
R833985,R974838
R894640,R418570
R400931,R900220
R385893,R251269
R673603,R251540
R576345,R925068
R931746,R285615
R760180,R801887
R630709,R507016
R269841,R560828
R707732,R542002
R931651,R746245
R781244,R950165
R697670,R717711
R106320,R352729
R891475,R881806
R698369,R950928
R534324,R126142
R544884,R838679
R691945,R260462
R953844,R180285
R624960,R975889
R526614,R760554
R676763,R473087
R659465,R721510
R726644,R556962
R299463,R810754
R623342,R502881
R853947,R540225
R921804,R607212
R379360,R481581
R950162,R815317
R835217,R950139
R428757,R199267
R727703,R586354
R508051,R151733
R364465,R848178
R673084,R419943
R177467,R200993
R299821,R367586
R541384,R520660
R170227,R171993
R359908,R475619
R501410,R417592
R522230,R971864
R807884,R245876
R215312,R492863
R510676,R171478
R774632,R332107
R658360,R329606
R536194,R260237
R334426,R749122
R963664,R345640
R356056,R954150
R104717,R390373
R811386,R228432
R566970,R814760
R288335,R480194
R527511,R770906
R113843,R653333
R325009,R679590
R499155,R466605
R915903,R694193
R144755,R266532
R251984,R847399
R358117,R368173
R854896,R975827
R211802,R286179
R768150,R580896
R558403,R541406
R174875,R570852
R502431,R374419
R820732,R595230
R907434,R881589
R650451,R227846
R390718,R823136
R226688,R187486
R288821,R367288
R762073,R730415
R103283,R346527
R813777,R108978
R794812,R415568
R419526,R557366
R693333,R775673
R197767,R633405
R277798,R341140
R683182,R961361
R789067,R546036
R535067,R939134
R272830,R683104
R333819,R919625
R675663,R788980
R817994,R956743
R951726,R460254
R871996,R901783
R938009,R896079
R127676,R977854
R256778,R419986
R812957,R882947
R460351,R387578
R473546,R126579
R616015,R207641
R529576,R230207
R792626,R967251
R529159,R558223
R145879,R813515
R139234,R961079
R708247,R171564
R934936,R663252
R212989,R523628
R674081,R679937
R139321,R933694
R814543,R717104
R709260,R401718
R454753,R134750
R839348,R834811
R577244,R901353
R203808,R609691
R123569,R926741
R414083,R237341
R487573,R709621
R743106,R530919
R494408,R901635
R711842,R665577
R916018,R610065
R310842,R248424
R353783,R811021
R976407,R514896
R467348,R471017
R238996,R867610
R587128,R445243
R590512,R694099
R349233,R154948
R719466,R592313
R940286,R224815
R963754,R799304
R952543,R232742
R340396,R371378
R251627,R320949
R733111,R556651
R891894,R603708
R675319,R569288
R226069,R358345
R256283,R399554
R415320,R814027
R947716,R510777
R654744,R984040
R644504,R876588
R536201,R874738
R692283,R292201
R914064,R642789
R100478,R577464
R459475,R445102
R123586,R813612
R343207,R185849
R583909,R576719
R263227,R673594
R591469,R504689
R178163,R116974
R177174,R469516
R358378,R843626
R207921,R406123
R174928,R942246
R287191,R670051
R443542,R555207
R493306,R410247
R629806,R813461
R604412,R344405
R555794,R208246
R677762,R650873
R917427,R838074
R713294,R224447
R933048,R779245
R544141,R175159
R751430,R276953
R444245,R610322
R415119,R931240
R187584,R533810
R128056,R154788
R211583,R161421
R194809,R808404
R143720,R715692
R908706,R327198
R447533,R714171
R928827,R211386
R128889,R920596
R980287,R361089
R841748,R831989
R850058,R947817
R592740,R429947
R951887,R910268
R738929,R465824
R712525,R864290
R177621,R993753
R786996,R404622
R416203,R533121
R988023,R654887
R194577,R950697
R687101,R117123
R801365,R417986
R890197,R231147
R558291,R467308
R845163,R354596
R608059,R399737
R598690,R325350
R595040,R194449
R572462,R480121
R569504,R757799
R644928,R562751
R709197,R747102
R885367,R551118
R448291,R351265
R829259,R225452
R436979,R412547
R891388,R904612
R573611,R169447
R498919,R959344
R257345,R457303
R272327,R633403
R981242,R131685
R760255,R952841
R791128,R696490
R995204,R680251
R108860,R165342
R653630,R630920
R420272,R406258
R583945,R476861
R674955,R164659
R167580,R271440
R327112,R706354
R842230,R720474
R289919,R590899
R235661,R397702
R176637,R773985
R981803,R287124
R795171,R594294
R749289,R294331
R939556,R809273
R567291,R830641
R177614,R823014
R713222,R769134
R742835,R801201
R903756,R511224
R542594,R462323
R872403,R623521
R893513,R143701
R314812,R371430
R182861,R154500
R294891,R174473
R761781,R646645
R957948,R722625
R356121,R240848
R880150,R467295
R397863,R308680
R714759,R587338
R824730,R388659
R771519,R996295
R279696,R906075
R389873,R847483
R454051,R539293
R868775,R635501
R751074,R985092
R455535,R773790
R475813,R635840
R592498,R772969
R559502,R491322
R795208,R530383
R296359,R986206
R423733,R384953
R896361,R453253
R568289,R111151
R832465,R161564
R489809,R906874
R240986,R906305
R400909,R525151
R841599,R628998
R579412,R161649
R238797,R790436
R138519,R650742
R825216,R342734
R539066,R779512
R982960,R312564
R263370,R704020
R939383,R395525
R870774,R566901
R134490,R622011
R652640,R742253
R115587,R756807
R479282,R105835
R431185,R250447
R582425,R167430
R758641,R148233
R271771,R915923
R373477,R177778
R914888,R204050
R638252,R893582
R981943,R103028
R841230,R346064
R947306,R577796
R712852,R438858
R694280,R730943
R502212,R694467
R440567,R621479
R958439,R432594
R221898,R186355
R662287,R729633
R228120,R557831
R952233,R651929
R457519,R342902
R673915,R335018
R781310,R989678
R427305,R876357
R673130,R837592
R464134,R111166
R107697,R767544
R189895,R866073
R623462,R427741
R687011,R514099
R761248,R723773
R749537,R992540
R564473,R525775
R559011,R418625
R180165,R776450
R130668,R777928
R911347,R503340
R685515,R643646
R646199,R396679
R212491,R962055
R250171,R781715
R470076,R779017
R601225,R481836
R139643,R170233
R170918,R357733
R283163,R561530
R408130,R850992
R315798,R122218
R196166,R159049
R823679,R555636
R962473,R586573
R809211,R452820
R443244,R550664
R433339,R296709
R793501,R302785
R454498,R850031
R102155,R714278
R318898,R847007
R530656,R583783
R858904,R220506
R223876,R786297
R156703,R941050
R196585,R430858
R238336,R342375
R714142,R705132
R106944,R306016
R154991,R904114
R731516,R995874
R202789,R584688
R357226,R810569
R838923,R832518
R402684,R718404
R442614,R761079
R809534,R153014
R253372,R554228
R832450,R166939
R779478,R379775
R204165,R132931
R494088,R817939
R458733,R905957
R502339,R513518
R298438,R746154
R749974,R479358
R328003,R734195
R991377,R389025
R659539,R771329
R832233,R978877
R504075,R651868
R230280,R447344
R513599,R148963
R183770,R739007
R147053,R719019
R137563,R453567
R656069,R779828
R169158,R314583
R183457,R517213
R746161,R694331
R973729,R936227
R954215,R106703
R165408,R119754
R381552,R310070
R980699,R928256
R598231,R599717
R418473,R696077
R477209,R804055
R472375,R537741
R383703,R148520
R997620,R744284
R696979,R616619
R117381,R884779
R477436,R295752
R555802,R704577
R681185,R701119
R313867,R995793
R451220,R501399
R125354,R713026
R800514,R307752
R318560,R868670
R175166,R764259
R812675,R116345
R169582,R542097
R230370,R468481
R361220,R123831
R360212,R382755
R827761,R110956
R123011,R855559
R969094,R761719
R945009,R766479
R283653,R267103
R827349,R939558
R473818,R893693
R140192,R605971
R813905,R106145
R358738,R870590
R242625,R334561
R573295,R133971
R230601,R893997
R162407,R252590
R811767,R175054
R735163,R747286
R281122,R638468
R991989,R584522
R272136,R979762
R319051,R491124
R980312,R164873
R972747,R897635
R182433,R721388
R995538,R730926
R637266,R756176
R452803,R131222
R970546,R714028
R170100,R750915
R624383,R573002
R222131,R379309
R221780,R251860
R438344,R623371
R875205,R549040
R954594,R143685
R788599,R358654
R878486,R397516
R516119,R772800
R809271,R711061
R578136,R910902
R732458,R907974
R636023,R245821
R130204,R233052
R551989,R982371
R291575,R310066
R914401,R841006
R334145,R883893
R723897,R749233
R236915,R322250
R965427,R707349
R251827,R638343
R954559,R926472
R878535,R983462
R844686,R976529
R125069,R466060
R841664,R554468
R773720,R308986
R572766,R837168
R390688,R391188
R507455,R977281
R632314,R655732
R254919,R114527
R389928,R918051
R587540,R995547
R253160,R572269
R151817,R430490
R712608,R978534
R352663,R771676
R821926,R737412
R208420,R147848
R718107,R490845
R279195,R476351
R660998,R223918
R553946,R411831
R731749,R131921
R703098,R234272
R678062,R342850
R676404,R408365
R472969,R861416
R540906,R676202
R981090,R775297
R500610,R132498
R716312,R576992
R170810,R273755
R666388,R213901
R459846,R101497
R643537,R996338
R399493,R381492
R636830,R906905
R227417,R962632
R322969,R615264
R139286,R623292
R707747,R312376
R160126,R866034
R824749,R964985
R390538,R218228
R706400,R576235
R402298,R711233
R106216,R247777
R789753,R839293
R833439,R354387
R857013,R702326
R473386,R223813
R573880,R829662
R709395,R730659
R409738,R279717
R253856,R287877
R659002,R701514
R792906,R582951
R333288,R595929
R148450,R962848
R707295,R159101
R273537,R986624
R575079,R570561
R211891,R889047
R962072,R248085
R289187,R575975
R899923,R268504
R500408,R486597
R748863,R512001
R322972,R545697
R201796,R886582
R238188,R671487
R370644,R113446
R502199,R977193
R368043,R669066
R394625,R863439
R885470,R930814
R337876,R891771
R529249,R699073
R497778,R906034
R506501,R896173
R346643,R724358
R768376,R398766
R750843,R228999
R510974,R625817
R923300,R199202
R924073,R356825
R232469,R113363
R273592,R116918
R951861,R304888
R966438,R373298
R505863,R222983
R762190,R931505
R429538,R508361
R791204,R310576
R454977,R582592
R795479,R532384
R346081,R276276
R155014,R260616
R639477,R532141
R166347,R724832
R770155,R343656
R742282,R508272
R374523,R618119
R829660,R975378
R649545,R587801
R177170,R952209
R470755,R112360
R933172,R402903
R660386,R152342
R214365,R308953
R739676,R151395
R137548,R153518
R113172,R227584
R446525,R437758
R297262,R444059
R956729,R791130
R651395,R191455
R172129,R916848
R684808,R174004
R859228,R306580
R143903,R641762
R170303,R267702
R436965,R990916
R788209,R352907
R383230,R463130
R991393,R697510
R209389,R281883
R422933,R910380
R258910,R189451
R405498,R552234
R563192,R682284
R732449,R396627
R759057,R479882
R207962,R592236
R849960,R543349
R889662,R866873
R323626,R797848
R830807,R459099
R541155,R911697
R457980,R738651
R374798,R685415
R608815,R447173
R929310,R889330
R513409,R300163
R495209,R415940
R837191,R341041
R885030,R311109
R412088,R105027
R725264,R454056
R737470,R442479
R896583,R767471
R511251,R562415
R565080,R451957
R603752,R797129
R659046,R918470
R644810,R376460
R183864,R167391
R776437,R666785
R962122,R733646
R380863,R206387
R909310,R930978
R617592,R189239
R947162,R885408
R798164,R299172
R193597,R768388
R983387,R561558
R863592,R346500
R559439,R843677
R763233,R541167
R103036,R666616
R172651,R717487
R778025,R492454
R903367,R272003
R476050,R335242
R850212,R441468
R284905,R270645
R139879,R336038
R908876,R935019
R613790,R427227
R735892,R879536
R655899,R985547
R897747,R362589
R265148,R195410
R384490,R998955
R457205,R446366
R655687,R289900
R913238,R147396
R469904,R198391
R770932,R838341
R447383,R182183
R970523,R709656
R345630,R920445
R511785,R274277
R331476,R941239
R193587,R849236
R149149,R720344
R661263,R657062
R222222,R525150
R107763,R630369
R376144,R111270
R503397,R801641
R911654,R294890
R125274,R226352
R220182,R431057
R229495,R569366
R553271,R850810
R585854,R708218
R274584,R590668
R238768,R780341
R167854,R420960
R338017,R204663
R662553,R513474
R556966,R877751
R228060,R918038
R652563,R606077
R438888,R233398
R219060,R369320
R282781,R119243
R296133,R919497
R174384,R967237
R762945,R389173
R623573,R491874
R236883,R587186
R769840,R969478
R919459,R656218
R324831,R711100
R152095,R644766
R884829,R300421
R323597,R489972
R155964,R640572
R431882,R851000
R343379,R217134
R876458,R379324
R794701,R132234
R325064,R265089
R117873,R462183
R113376,R473482
R856441,R239249
R197548,R304488
R887056,R248944
R167605,R421841
R786523,R149926
R783829,R425875
R254128,R238778
R477399,R938422
R619335,R992394
R207312,R399223
R868463,R402273
R509593,R991157
R313249,R668750
R161276,R828532
R324410,R392057
R469847,R768123
R475630,R308728
R167939,R419186
R768980,R532237
R463134,R209367
R518098,R151646
R242495,R520416
R888110,R308382
R490421,R163271
R223170,R730031
R195100,R875603
R695542,R723077
R267991,R845642
R556982,R361233
R396348,R522029
R802692,R620684
R541599,R435002
R916474,R458714
R872978,R425945
R226913,R379253
R583623,R429210
R124147,R699930
R943386,R197670
R506237,R623692
R346355,R526747
R195447,R807422
R318956,R695754
R754860,R511177
R670116,R237594
R790606,R296668
R144028,R244590
R934614,R559146
R214366,R429661
R622620,R488029
R534561,R441927
R410699,R934323
R561554,R772882
R889364,R303858
R620651,R323795
R337957,R782995
R523479,R599816
R742036,R617718
R869012,R892631
R399944,R962984
R987129,R935299
R882285,R680835
R710562,R961683
R692185,R217626
R980135,R228440
R685439,R587652
R632057,R798284
R627659,R820483
R121903,R122086
R629889,R384969
R147979,R431593
R938502,R144386
R851467,R859216
R387263,R998102
R200872,R873168
R709537,R871908
R843629,R803831
R836495,R119782
R289364,R422188
R577600,R377657
R701952,R167881
R604964,R405565
R290106,R598478
R734541,R979986
R890848,R287027
R828189,R649780
R861350,R562331
R100014,R397114
R616558,R904818
R225470,R825589
R218208,R574294
R367121,R173709
R716387,R623168
R134652,R969370
R693289,R129834
R532232,R533206
R687947,R528911
R361811,R627476
R149413,R828197
R192849,R593898
R813150,R944114
R391968,R739699
R681778,R125796
R615082,R965519
R119255,R479660
R130744,R657828
R816082,R619793
R354828,R479412
R326712,R213356
R915258,R565585
R431313,R905367
R456173,R758996
R750143,R488880
R789042,R889434
R313586,R270814
R377844,R332582
R255065,R474508
R676396,R100323
R404130,R834569
R834262,R746922
R372109,R149328
R544902,R434299
R788095,R856794
R229037,R177034
R923864,R447706
R722271,R969939
R921576,R856399
R103207,R384976
R789397,R262037
R581014,R962387
R852149,R239221
R448435,R349952
R930711,R330130
R487547,R191145
R745080,R711544
R703046,R295139
R787177,R731985
R767564,R128485
R746858,R974045
R976879,R884739
R797858,R161712
R348149,R331395
R836162,R564371
R435166,R810426
R649704,R910079
R497900,R466852
R296483,R828805
R412160,R270904
R944682,R533939
R831325,R534609
R923759,R365252
R337060,R287874
R718973,R922353
R679672,R618130
R851741,R187531
R167187,R358642
R844751,R869186
R695235,R249502
R606502,R121896
R724657,R643316
R200231,R374989
R717143,R916087
R402528,R671054
R563892,R945014
R614550,R158193
R220152,R441640
R834288,R573868
R454425,R590780
R917291,R568363
R555386,R517506
R382385,R524756
R334806,R123729
R638551,R206259
R749376,R445629
R166990,R497544
R816099,R378855
R844076,R166394
R461201,R841864
R886869,R809226
R827387,R673160
R772271,R551710
R458067,R341480
R613632,R521365
R115339,R225372
R379535,R830649
R894175,R950360
R378036,R506114
R657643,R328761
R868531,R771547
R305988,R215496
R138349,R489728
R616092,R909983
R286311,R981753
R179171,R936849
R358551,R283907
R853263,R836323
R868977,R869148
R582869,R636133
R202862,R634882
R398846,R588422
R582288,R774004
R598814,R767333
R540428,R186374
R317162,R223257
R596325,R367059
R543756,R184599
R843348,R109502
R822292,R175506
R331266,R157490
R459378,R129313
R280062,R954177
R881545,R209525
R561516,R779945
R891017,R727845
R146952,R182757
R375876,R770422
R709846,R863867
R549235,R948367
R829977,R850583
R337464,R566426
R201038,R702231
R933049,R484058
R769113,R635823
R588332,R163287
R745002,R457779
R548722,R968617
R494834,R548741
R945823,R205508
R240717,R938922
R100759,R529720
R541316,R207836
R289658,R992802
R613975,R185126
R972971,R183706
R365240,R679808
R803230,R131989
R363404,R260973
R553662,R748946
R402933,R307587
R343078,R206890
R683991,R279924
R569949,R370714
R873130,R351936
R936851,R265889
R406898,R687445
R536175,R548503
R780531,R983913
R743564,R945030
R638871,R830638
R359330,R970762
R755218,R813995
R481111,R416720
R334977,R227404
R285738,R674487
R558033,R628947
R529839,R609167
R729214,R424863
R424287,R929978
R199031,R857915
R678885,R206497
R113124,R316760
R667347,R631136
R483116,R361622
R182647,R184030
R573474,R675772
R348028,R268392
R796716,R332671
R824828,R852028
R601162,R605029
R927959,R152225
R659307,R235327
R267046,R496187
R264878,R270844
R546887,R633229
R713279,R162647
R558941,R724812
R535958,R933364
R727453,R632707
R894729,R957386
R710953,R189372
R113122,R514411
R908650,R590400
R664165,R875528
R337752,R712354
R681632,R877328
R145815,R832232
R579528,R571017
R863400,R881132
R668208,R923273
R382227,R395776
R457560,R807329
R348770,R848947
R173208,R154702
R525682,R197335
R153175,R735082
R176769,R307971
R807238,R787905
R786107,R407810
R453536,R926500
R564313,R112633
R297783,R320029
R749851,R778271
R854365,R956027
R649833,R533081
R745091,R207511
R500486,R337481
R647943,R891076
R253120,R861804
R796548,R229001
R330090,R676196
R975207,R799301
R345759,R218742
R979196,R134853
R725898,R566584
R925399,R460518
R748583,R928132
R259810,R840283
R366469,R182706
R740874,R288275
R266315,R500462
R462369,R865825
R628880,R669106
R752669,R942032
R117130,R459954
R995110,R958125
R750206,R414663
R259298,R663519
R314535,R681437
R146694,R529943
R773468,R116354
R216239,R813964
R619455,R397593
R855323,R901863
R298022,R135365
R668051,R122641
R399352,R440506
R347123,R656436
R464092,R148399
R973042,R440428
R371958,R589091
R221196,R981967
R332297,R357990
R328059,R225389
R359445,R753350
R313441,R533098
R621279,R425214
R329258,R238180
R170613,R808139
R576856,R111209
R241377,R850420
R992898,R135637
R576234,R742748
R655083,R235882
R528258,R358918
R619217,R150158
R897853,R427817
R549268,R521653
R388691,R425223
R868732,R787618
R924723,R483892
R638512,R975937
R209941,R415942
R599057,R863627
R300229,R244095
R564350,R577568
R153485,R746034
R895593,R526529
R737393,R435856
R738305,R913965
R918605,R103216
R434099,R321402
R909566,R562065
R216498,R104901
R764623,R581999
R172800,R217549
R559901,R176357
R271049,R446045
R848515,R261308
R831997,R537519
R855385,R736371
R983087,R602781
R459145,R893988
R209524,R672304
R451673,R761751
R990745,R146458
R677172,R615579
R500589,R720145
R915494,R562907
R220849,R198060
R987698,R566174
R477011,R297891
R894226,R724151
R894833,R720705
R527196,R206885
R864606,R272364
R317499,R563511
R526385,R781352
R814557,R177380
R861509,R497672
R708206,R343393
R129178,R651060
R373899,R121255
R508216,R310892
R885240,R193041
R329817,R327811
R842845,R613169
R225132,R631244
R351196,R987461
R118858,R584503
R639686,R466105
R666614,R505631
R803713,R912994
R842762,R215442
R133188,R651165
R895247,R867408
R116700,R962117
R287624,R769129
R710482,R912825
R344076,R344330
R154516,R530789
R889999,R819296
R735182,R210848
R654263,R361180
R818451,R973306
R864443,R828205
R627496,R979348
R598105,R253051
R296626,R229551
R226068,R651895
R905633,R916436
R778443,R611281
R653498,R570574
R278441,R821558
R688422,R269239
R952767,R307733
R540695,R676243
R637136,R880897
R534053,R503112
R243155,R481296
R751442,R438146
R200584,R246277
R735278,R762167
R294706,R301762
R789526,R585184
R899172,R566927
R252413,R927150
R643065,R805884
R113653,R246886
R752797,R601253
R543855,R694882
R657126,R281250
R569856,R464496
R553378,R601114
R505470,R108063
R672613,R940097
R904713,R177547
R653270,R147641
R527928,R944043
R266029,R333106
R690355,R771507
R773030,R831729
R313147,R644799
R511227,R867390
R561622,R541868
R955202,R940403
R181242,R752783
R326610,R454776
R743396,R852249
R334621,R741139
R634130,R608629
R939651,R869825
R527916,R709994
R138972,R866585
R596925,R559268
R745751,R918557
R813052,R740213
R805887,R356921
R749818,R182196
R296742,R354077
R416869,R346866
R489444,R978039
R673923,R151249
R749677,R427488
R665402,R243125
R170736,R765242
R398854,R580756
R233970,R835065
R585350,R187439
R744217,R154152
R701202,R683523
R387341,R536757
R693026,R532827
R785122,R818890
R887160,R884944
R497100,R440601
R966788,R614063
R419917,R671806
R112310,R224735
R109909,R846546
R646710,R365026
R249998,R850535
R735227,R390962
R542764,R812274
R451913,R524542
R139489,R337982
R622401,R611100
R351962,R130953
R951523,R480400
R421132,R164453
R218089,R854544
R755783,R171266
R603622,R668110
R869940,R192777
R164889,R171182
R551738,R991891
R584021,R154858
R374266,R591570
R256289,R598412
R814685,R171061
R908634,R546298
R750177,R825346
R267205,R933292
R105352,R999890
R489999,R562068
R495343,R504188
R148941,R363807
R743810,R390243
R151800,R523257
R280534,R486308
R356883,R198966
R823650,R472470
R852538,R731384
R844044,R648756
R114301,R502735
R873963,R443314
R582681,R429817
R565015,R866807
R276361,R848036
R682111,R517646
R679080,R341621
R933517,R965736
R560497,R206986
R440027,R137592
R413700,R281179
R494970,R737147
R459238,R564645
R775233,R284017
R297364,R944967
R596100,R134710
R298995,R911477
R179258,R895857
R660286,R230651
R154183,R571874
R480696,R818678
R361258,R534366
R289808,R132331
R890988,R771757
R500051,R837447
R359118,R357195
R170781,R664411
R298458,R213789
R480813,R948026
R951539,R482090
R760670,R810219
R134298,R628252
R460372,R527579
R556820,R335285
R202051,R537176
R707399,R292861
R951375,R238343
R335535,R476555
R342105,R435255
R290002,R227329
R250989,R776200
R113925,R361285
R756182,R142525
R554894,R314089
R609555,R744686
R109496,R961283
R221319,R671517
R753545,R512133
R742591,R322642
R909578,R407381
R870538,R824423
R515788,R925261
R462744,R105839
R912669,R648755
R392548,R229301
R382234,R519708
R451217,R553041
R311261,R108643
R348575,R968599
R668406,R623809
R322770,R256024
R124590,R479863
R285306,R396596
R247580,R137268
R917287,R818618
R580655,R183318
R629020,R410913
R212293,R613826
R824378,R726274
R730306,R298622
R510165,R803037
R813817,R298346
R647353,R562311
R730136,R168965
R220119,R921034
R859985,R882540
R239328,R157742
R579779,R644442
R757921,R360072
R642210,R428408
R827196,R705822
R811214,R758387
R354634,R343105
R882431,R825632
R193212,R236728
R348401,R479762
R303607,R239508
R848681,R567959
R262723,R956994
R282048,R968367
R777728,R740243
R311842,R764493
R889427,R102859
R614812,R146132
R965077,R663486
R952338,R803359
R976625,R922864
R499266,R963124
R215708,R614814
R403999,R208281
R820335,R170809
R646765,R108379
R434872,R355268
R320401,R975673
R726739,R908754
R392549,R843446
R610082,R154964
R161859,R622968
R116428,R503130
R304190,R293110
R710060,R143183
R675848,R252654
R677618,R709557
R463753,R733157
R963043,R436436
R333180,R756741
R210759,R124401
R107316,R925260
R983666,R668021
R948095,R336463
R398455,R899413
R177687,R895663
R603981,R646925
R977589,R143133
R965728,R905614
R529933,R418138
R684586,R192738
R177206,R261800
R420208,R912207
R982991,R771681
R610687,R399169
R128847,R197413
R156367,R630065
R350150,R621082
R638423,R138097
R673632,R469346
R334000,R709460
R372934,R906742
R288509,R638651
R282181,R382487
R830271,R972476
R922378,R251517
R333646,R791864
R175261,R882875
R281894,R260818
R915456,R351491
R568274,R809781
R514049,R339252
R952584,R217106
R629368,R336837
R484855,R323208
R608452,R258843
R915005,R109653
R715927,R245478
R538830,R744646
R922233,R535794
R739593,R311534
R299260,R785896
R204236,R200016
R754411,R936828
R486153,R774127
R428244,R202807
R530049,R588105
R108380,R368237
R189891,R118293
R697736,R804652
R319996,R274933
R508567,R614824
R940100,R856977
R543385,R648636
R628946,R726876
R319259,R944302
R371241,R546637
R188658,R838116
R247080,R527455
R117048,R578344
R426083,R592581
R559880,R807908
R190665,R716005
R686908,R193363
R394614,R748265
R610211,R817844
R657764,R763883
R802168,R961542
R390697,R884058
R397811,R342217
R345147,R566625
R371506,R500898
R747846,R921139
R769311,R106528
R241272,R414310
R706462,R141220
R940633,R322332
R310078,R243953
R577912,R318811
R715635,R161600
R684356,R775757
R105362,R183600
R761425,R431929
R616245,R640223
R466380,R196501
R342602,R219333
R121883,R750695
R163772,R498652
R985562,R389252
R115404,R371478
R255670,R747408
R590703,R975115
R775183,R102865
R220904,R989494
R982393,R211725
R876305,R562969
R788035,R340814
R986084,R539419
R408685,R720612
R141168,R860742
R939975,R908710
R337309,R178211
R764787,R381113
R642922,R479883
R783890,R822210
R456576,R670209
R669114,R509107
R653416,R905439
R498625,R986521
R983944,R321938
R168704,R486018
R475080,R558129
R448103,R718028
R389881,R494830
R190090,R780909
R118621,R548379
R164442,R525344
R792264,R520087
R354281,R846222
R237253,R419893
R830908,R356547
R239525,R255828
R909747,R455080
R938530,R907657
R374207,R826535
R992517,R212497
R645187,R966601
R305463,R147793
R203531,R264569
R163383,R559246
R682418,R562474
R267555,R437958
R381870,R800403
R646246,R174896
R297280,R620518
R663513,R380307
R438186,R566779
R542867,R968635
R744495,R358845
R321303,R394289
R675168,R643227
R938583,R858268
R462964,R589066
R442042,R751250
R397896,R778180
R269530,R728300
R777233,R446026
R155760,R432453
R801275,R452622
R243891,R640221
R613908,R951984
R757487,R883935
R883242,R982377
R417714,R312610
R475423,R815910
R541071,R498550
R959310,R258427
R477317,R390001
R404226,R901011
R403077,R358558
R447773,R170518
R490728,R841916
R424695,R195829
R137407,R526928
R880978,R587606
R709808,R892254
R386860,R545614
R947660,R365398
R314800,R836551
R988362,R444800
R606244,R980654
R908903,R145563
R791753,R476565
R252615,R209779
R807058,R511695
R559112,R671417
R712020,R235870
R490626,R528548
R585022,R625767
R654785,R309491
R775479,R141550
R116758,R302703
R732831,R968014
R683262,R268332
R183783,R469021
R552666,R776173
R247558,R790095
R666036,R132340
R966935,R943124
R741899,R895932
R691491,R243559
R850325,R583227
R233748,R808426
R711882,R447864
R833170,R474014
R160375,R312292
R915286,R940845
R693442,R329185
R306495,R229348
R929775,R291554
R673481,R978519
R896585,R555737
R897605,R245189
R649589,R485956
R574150,R833306
R532135,R764055
R786536,R804629
R163569,R707421
R618816,R705412
R267058,R160195
R453260,R829004
R880775,R442625
R746769,R319713
R766049,R872012
R762369,R647896
R740274,R196829
R733352,R435430
R255500,R599297
R715332,R223142
R455825,R744701
R902149,R783166
R802331,R638636
R479781,R260845
R642079,R412554
R709263,R279038
R805232,R902849
R637770,R217184
R250203,R126632
R681382,R920471
R394521,R357011
R811098,R738944
R439147,R465101
R565306,R957610
R536316,R159856
R869388,R653044
R915510,R640457
R826337,R551415
R580525,R825938
R714362,R576547
R968324,R600448
R525175,R830395
R653952,R281517
R102711,R170561
R716592,R261977
R462252,R904305
R388345,R949563
R822296,R685028
R999370,R828452
R895158,R999819
R522072,R549082
R239623,R611550
R826852,R383221
R697852,R709383
R736422,R545416
R774522,R522676
R616554,R237707
R887349,R265859
R888780,R317480
R471223,R825948
R527422,R885946
R479620,R420991
R606860,R747460
R335190,R771401
R281710,R899763
R670837,R966904
R616404,R625785
R118783,R900313
R639399,R136872
R404769,R682125
R464844,R477114
R179822,R871589
R248679,R428108
R523769,R368870
R268281,R427690
